city,scenario,year,model,tas_C,pr_mm_day
Reykjavik,historical,1905,CanESM5,-0.458,2.292
Reykjavik,historical,1906,CanESM5,-0.534,2.754
Reykjavik,historical,1907,CanESM5,2.52,2.925
Reykjavik,historical,1908,CanESM5,0.795,2.807
Reykjavik,historical,1909,CanESM5,0.429,2.846
Reykjavik,historical,1910,CanESM5,0.283,2.548
Reykjavik,historical,1911,CanESM5,1.572,2.726
Reykjavik,historical,1912,CanESM5,2.301,2.633
Reykjavik,historical,1913,CanESM5,2.503,2.781
Reykjavik,historical,1914,CanESM5,3.593,2.872
Reykjavik,historical,1915,CanESM5,3.316,2.805
Reykjavik,historical,1916,CanESM5,2.221,2.865
Reykjavik,historical,1917,CanESM5,2.2,2.696
Reykjavik,historical,1918,CanESM5,2.438,2.384
Reykjavik,historical,1919,CanESM5,2.084,2.672
Reykjavik,historical,1920,CanESM5,2.781,3.029
Reykjavik,historical,1921,CanESM5,1.618,2.801
Reykjavik,historical,1922,CanESM5,1.856,2.839
Reykjavik,historical,1923,CanESM5,3.091,2.705
Reykjavik,historical,1924,CanESM5,1.822,2.71
Reykjavik,historical,1925,CanESM5,1.908,3.306
Reykjavik,historical,1926,CanESM5,1.779,2.899
Reykjavik,historical,1927,CanESM5,2.152,2.756
Reykjavik,historical,1928,CanESM5,1.298,2.623
Reykjavik,historical,1929,CanESM5,1.13,2.806
Reykjavik,historical,1930,CanESM5,0.916,2.56
Reykjavik,historical,1931,CanESM5,1.512,2.855
Reykjavik,historical,1932,CanESM5,1.303,2.59
Reykjavik,historical,1933,CanESM5,2.131,2.877
Reykjavik,historical,1934,CanESM5,3.664,2.974
Reykjavik,historical,1935,CanESM5,2.513,3.106
Reykjavik,historical,1936,CanESM5,3.3,2.631
Reykjavik,historical,1937,CanESM5,2.52,2.43
Reykjavik,historical,1938,CanESM5,4.412,2.874
Reykjavik,historical,1939,CanESM5,3.791,3.223
Reykjavik,historical,1940,CanESM5,3.398,2.683
Reykjavik,historical,1941,CanESM5,3.629,2.477
Reykjavik,historical,1942,CanESM5,3.807,3.064
Reykjavik,historical,1943,CanESM5,3.384,3.151
Reykjavik,historical,1944,CanESM5,3.656,3.301
Reykjavik,historical,1945,CanESM5,3.302,2.828
Reykjavik,historical,1946,CanESM5,3.407,2.972
Reykjavik,historical,1947,CanESM5,4.355,3.082
Reykjavik,historical,1948,CanESM5,3.132,3.119
Reykjavik,historical,1949,CanESM5,3.719,2.871
Reykjavik,historical,1950,CanESM5,3.619,3.079
Reykjavik,historical,1951,CanESM5,3.888,2.824
Reykjavik,historical,1952,CanESM5,2.899,3.102
Reykjavik,historical,1953,CanESM5,2.416,3.067
Reykjavik,historical,1954,CanESM5,2.141,3.282
Reykjavik,historical,1955,CanESM5,1.884,2.688
Reykjavik,historical,1956,CanESM5,2.176,2.727
Reykjavik,historical,1957,CanESM5,2.957,3.141
Reykjavik,historical,1958,CanESM5,1.545,2.581
Reykjavik,historical,1959,CanESM5,2.495,2.509
Reykjavik,historical,1960,CanESM5,2.171,3.028
Reykjavik,historical,1961,CanESM5,3.557,3.038
Reykjavik,historical,1962,CanESM5,1.395,3.017
Reykjavik,historical,1963,CanESM5,0.637,2.969
Reykjavik,historical,1964,CanESM5,-0.866,2.397
Reykjavik,historical,1965,CanESM5,-0.685,2.547
Reykjavik,historical,1966,CanESM5,-0.024,2.92
Reykjavik,historical,1967,CanESM5,-2.057,2.322
Reykjavik,historical,1968,CanESM5,1.819,2.157
Reykjavik,historical,1969,CanESM5,1.4,2.803
Reykjavik,historical,1970,CanESM5,2.607,2.984
Reykjavik,historical,1971,CanESM5,2.535,2.539
Reykjavik,historical,1972,CanESM5,1.254,2.907
Reykjavik,historical,1973,CanESM5,0.875,3.114
Reykjavik,historical,1974,CanESM5,-0.438,2.672
Reykjavik,historical,1975,CanESM5,0.965,2.696
Reykjavik,historical,1976,CanESM5,-0.686,2.915
Reykjavik,historical,1977,CanESM5,1.246,2.765
Reykjavik,historical,1978,CanESM5,0.403,2.711
Reykjavik,historical,1979,CanESM5,1.289,2.935
Reykjavik,historical,1980,CanESM5,0.734,2.504
Reykjavik,historical,1981,CanESM5,-0.773,2.904
Reykjavik,historical,1982,CanESM5,-1.324,2.515
Reykjavik,historical,1983,CanESM5,2.425,2.827
Reykjavik,historical,1984,CanESM5,1.835,3.072
Reykjavik,historical,1985,CanESM5,1.962,2.544
Reykjavik,historical,1986,CanESM5,0.609,2.649
Reykjavik,historical,1987,CanESM5,-0.711,2.984
Reykjavik,historical,1988,CanESM5,-0.672,2.544
Reykjavik,historical,1989,CanESM5,-0.721,2.644
Reykjavik,historical,1990,CanESM5,0.455,2.233
Reykjavik,historical,1991,CanESM5,-0.332,2.618
Reykjavik,historical,1992,CanESM5,0.2,2.852
Reykjavik,historical,1993,CanESM5,1.868,3.072
Reykjavik,historical,1994,CanESM5,1.943,3.02
Reykjavik,historical,1995,CanESM5,0.446,3.131
Reykjavik,historical,1996,CanESM5,-0.341,2.408
Reykjavik,historical,1997,CanESM5,2.162,2.667
Reykjavik,historical,1998,CanESM5,3.477,2.828
Reykjavik,historical,1999,CanESM5,3.436,3.246
Reykjavik,historical,2000,CanESM5,2.775,2.926
Reykjavik,historical,2001,CanESM5,3.917,2.634
Reykjavik,historical,2002,CanESM5,2.963,2.544
Reykjavik,historical,2003,CanESM5,4.879,3.042
Reykjavik,historical,2004,CanESM5,4.453,3.397
Reykjavik,historical,2005,CanESM5,4.963,2.871
Reykjavik,historical,2006,CanESM5,5.687,2.823
Reykjavik,historical,2007,CanESM5,4.797,2.921
Reykjavik,historical,2008,CanESM5,4.189,3.175
Reykjavik,historical,2009,CanESM5,3.01,2.907
Reykjavik,historical,2010,CanESM5,4.043,2.662
Reykjavik,historical,2011,CanESM5,4.072,3.127
Reykjavik,historical,2012,CanESM5,4.529,3.018
Reykjavik,historical,2013,CanESM5,5.187,2.811
Reykjavik,historical,2014,CanESM5,5.354,3.133
Reykjavik,ssp126,2015,CanESM5,5.579,2.993
Reykjavik,ssp126,2016,CanESM5,5.78,2.848
Reykjavik,ssp126,2017,CanESM5,5.93,2.685
Reykjavik,ssp126,2018,CanESM5,4.98,3.066
Reykjavik,ssp126,2019,CanESM5,5.738,2.916
Reykjavik,ssp126,2020,CanESM5,5.516,2.484
Reykjavik,ssp126,2021,CanESM5,5.841,3.225
Reykjavik,ssp126,2022,CanESM5,5.247,3.121
Reykjavik,ssp126,2023,CanESM5,4.32,2.969
Reykjavik,ssp126,2024,CanESM5,5.451,3.169
Reykjavik,ssp126,2025,CanESM5,5.495,2.963
Reykjavik,ssp126,2026,CanESM5,5.909,3.199
Reykjavik,ssp126,2027,CanESM5,5.604,2.66
Reykjavik,ssp126,2028,CanESM5,5.193,2.938
Reykjavik,ssp126,2029,CanESM5,4.926,2.879
Reykjavik,ssp126,2030,CanESM5,5.536,3.249
Reykjavik,ssp126,2031,CanESM5,5.626,2.969
Reykjavik,ssp126,2032,CanESM5,6.579,3.215
Reykjavik,ssp126,2033,CanESM5,6.126,2.818
Reykjavik,ssp126,2034,CanESM5,5.083,2.791
Reykjavik,ssp126,2035,CanESM5,6.09,3.279
Reykjavik,ssp126,2036,CanESM5,6.199,3.349
Reykjavik,ssp126,2037,CanESM5,6.446,3.382
Reykjavik,ssp126,2038,CanESM5,6.333,3.129
Reykjavik,ssp126,2039,CanESM5,6.316,2.872
Reykjavik,ssp126,2040,CanESM5,6.214,2.827
Reykjavik,ssp126,2041,CanESM5,6.602,2.997
Reykjavik,ssp126,2042,CanESM5,6.739,3.218
Reykjavik,ssp126,2043,CanESM5,6.438,3.563
Reykjavik,ssp126,2044,CanESM5,6.24,2.996
Reykjavik,ssp126,2045,CanESM5,6.759,2.85
Reykjavik,ssp126,2046,CanESM5,6.168,3.028
Reykjavik,ssp126,2047,CanESM5,6.282,3.153
Reykjavik,ssp126,2048,CanESM5,6.043,2.893
Reykjavik,ssp126,2049,CanESM5,6.583,3.12
Reykjavik,ssp126,2050,CanESM5,6.048,3.501
Reykjavik,ssp126,2051,CanESM5,5.696,3.007
Reykjavik,ssp126,2052,CanESM5,6.428,2.713
Reykjavik,ssp126,2053,CanESM5,5.618,2.793
Reykjavik,ssp126,2054,CanESM5,6.843,3.135
Reykjavik,ssp126,2055,CanESM5,6.565,3.476
Reykjavik,ssp126,2056,CanESM5,6.228,3.269
Reykjavik,ssp126,2057,CanESM5,6.792,3.246
Reykjavik,ssp126,2058,CanESM5,6.955,2.656
Reykjavik,ssp126,2059,CanESM5,6.81,3.157
Reykjavik,ssp126,2060,CanESM5,6.968,2.975
Reykjavik,ssp126,2061,CanESM5,7.057,2.727
Reykjavik,ssp126,2062,CanESM5,6.729,3.203
Reykjavik,ssp126,2063,CanESM5,7.335,3.073
Reykjavik,ssp126,2064,CanESM5,6.958,2.978
Reykjavik,ssp126,2065,CanESM5,6.207,2.695
Reykjavik,ssp126,2066,CanESM5,7.093,2.903
Reykjavik,ssp126,2067,CanESM5,7.022,3.058
Reykjavik,ssp126,2068,CanESM5,7.579,3.128
Reykjavik,ssp126,2069,CanESM5,7.473,3.694
Reykjavik,ssp126,2070,CanESM5,7.507,3.286
Reykjavik,ssp126,2071,CanESM5,7.157,2.911
Reykjavik,ssp126,2072,CanESM5,6.727,2.777
Reykjavik,ssp126,2073,CanESM5,6.846,2.753
Reykjavik,ssp126,2074,CanESM5,7.191,2.815
Reykjavik,ssp126,2075,CanESM5,7.666,2.892
Reykjavik,ssp126,2076,CanESM5,7.689,3.474
Reykjavik,ssp126,2077,CanESM5,7.973,3.202
Reykjavik,ssp126,2078,CanESM5,7.093,2.801
Reykjavik,ssp126,2079,CanESM5,7.291,3.601
Reykjavik,ssp126,2080,CanESM5,7.115,3.088
Reykjavik,ssp126,2081,CanESM5,6.356,3.232
Reykjavik,ssp126,2082,CanESM5,6.902,2.541
Reykjavik,ssp126,2083,CanESM5,7.422,3.034
Reykjavik,ssp126,2084,CanESM5,7.377,2.753
Reykjavik,ssp126,2085,CanESM5,6.554,3.211
Reykjavik,ssp126,2086,CanESM5,7.288,3.343
Reykjavik,ssp126,2087,CanESM5,7.167,2.94
Reykjavik,ssp126,2088,CanESM5,7.162,3.569
Reykjavik,ssp126,2089,CanESM5,7.229,2.904
Reykjavik,ssp126,2090,CanESM5,7.421,3.217
Reykjavik,ssp126,2091,CanESM5,7.026,3.414
Reykjavik,ssp126,2092,CanESM5,7.659,3.703
Reykjavik,ssp126,2093,CanESM5,6.959,3.079
Reykjavik,ssp126,2094,CanESM5,7.43,2.768
Reykjavik,ssp126,2095,CanESM5,7.677,3.875
Reykjavik,ssp126,2096,CanESM5,7.576,2.717
Reykjavik,ssp126,2097,CanESM5,7.412,3.089
Reykjavik,ssp126,2098,CanESM5,7.92,3.362
Reykjavik,ssp126,2099,CanESM5,8.021,3.608
Reykjavik,ssp126,2100,CanESM5,7.676,3.399
Reykjavik,ssp245,2015,CanESM5,5.252,3.074
Reykjavik,ssp245,2016,CanESM5,5.411,2.895
Reykjavik,ssp245,2017,CanESM5,5.455,2.73
Reykjavik,ssp245,2018,CanESM5,4.867,3.032
Reykjavik,ssp245,2019,CanESM5,4.73,3.291
Reykjavik,ssp245,2020,CanESM5,4.833,2.91
Reykjavik,ssp245,2021,CanESM5,5.156,2.658
Reykjavik,ssp245,2022,CanESM5,5.932,2.603
Reykjavik,ssp245,2023,CanESM5,5.347,2.986
Reykjavik,ssp245,2024,CanESM5,5.136,3.328
Reykjavik,ssp245,2025,CanESM5,5.246,2.908
Reykjavik,ssp245,2026,CanESM5,5.6,3.279
Reykjavik,ssp245,2027,CanESM5,5.155,3.383
Reykjavik,ssp245,2028,CanESM5,5.116,3.272
Reykjavik,ssp245,2029,CanESM5,5.941,3.039
Reykjavik,ssp245,2030,CanESM5,5.873,2.97
Reykjavik,ssp245,2031,CanESM5,5.777,3.272
Reykjavik,ssp245,2032,CanESM5,5.712,2.284
Reykjavik,ssp245,2033,CanESM5,5.577,2.788
Reykjavik,ssp245,2034,CanESM5,6.242,3.434
Reykjavik,ssp245,2035,CanESM5,7.095,2.935
Reykjavik,ssp245,2036,CanESM5,6.497,3.187
Reykjavik,ssp245,2037,CanESM5,6.393,3.043
Reykjavik,ssp245,2038,CanESM5,6.596,2.898
Reykjavik,ssp245,2039,CanESM5,6.157,3.432
Reykjavik,ssp245,2040,CanESM5,6.306,2.832
Reykjavik,ssp245,2041,CanESM5,6.285,3.207
Reykjavik,ssp245,2042,CanESM5,6.811,3.356
Reykjavik,ssp245,2043,CanESM5,6.607,3.338
Reykjavik,ssp245,2044,CanESM5,7.043,2.981
Reykjavik,ssp245,2045,CanESM5,6.884,2.858
Reykjavik,ssp245,2046,CanESM5,7.154,2.896
Reykjavik,ssp245,2047,CanESM5,6.65,3.237
Reykjavik,ssp245,2048,CanESM5,7.71,3.352
Reykjavik,ssp245,2049,CanESM5,7.48,2.89
Reykjavik,ssp245,2050,CanESM5,7.194,3.384
Reykjavik,ssp245,2051,CanESM5,7.477,2.842
Reykjavik,ssp245,2052,CanESM5,7.165,2.988
Reykjavik,ssp245,2053,CanESM5,6.793,2.803
Reykjavik,ssp245,2054,CanESM5,6.112,2.704
Reykjavik,ssp245,2055,CanESM5,6.214,2.775
Reykjavik,ssp245,2056,CanESM5,6.661,2.941
Reykjavik,ssp245,2057,CanESM5,6.967,3.53
Reykjavik,ssp245,2058,CanESM5,7.474,3.257
Reykjavik,ssp245,2059,CanESM5,7.549,2.736
Reykjavik,ssp245,2060,CanESM5,7.045,3.166
Reykjavik,ssp245,2061,CanESM5,6.683,2.81
Reykjavik,ssp245,2062,CanESM5,6.373,3.295
Reykjavik,ssp245,2063,CanESM5,6.51,3.093
Reykjavik,ssp245,2064,CanESM5,7.083,3.116
Reykjavik,ssp245,2065,CanESM5,7.197,2.989
Reykjavik,ssp245,2066,CanESM5,7.722,3.071
Reykjavik,ssp245,2067,CanESM5,6.577,3.596
Reykjavik,ssp245,2068,CanESM5,6.184,3.4
Reykjavik,ssp245,2069,CanESM5,6.842,3.084
Reykjavik,ssp245,2070,CanESM5,6.82,3.178
Reykjavik,ssp245,2071,CanESM5,7.16,3.283
Reykjavik,ssp245,2072,CanESM5,7.14,3.222
Reykjavik,ssp245,2073,CanESM5,7.786,2.988
Reykjavik,ssp245,2074,CanESM5,7.448,3.096
Reykjavik,ssp245,2075,CanESM5,7.478,3.489
Reykjavik,ssp245,2076,CanESM5,7.607,3.145
Reykjavik,ssp245,2077,CanESM5,7.307,3.171
Reykjavik,ssp245,2078,CanESM5,7.779,3.618
Reykjavik,ssp245,2079,CanESM5,7.12,3.246
Reykjavik,ssp245,2080,CanESM5,7.596,3.028
Reykjavik,ssp245,2081,CanESM5,7.527,2.931
Reykjavik,ssp245,2082,CanESM5,8.222,3.042
Reykjavik,ssp245,2083,CanESM5,8.148,3.081
Reykjavik,ssp245,2084,CanESM5,8.021,2.786
Reykjavik,ssp245,2085,CanESM5,7.92,3.398
Reykjavik,ssp245,2086,CanESM5,8.141,2.901
Reykjavik,ssp245,2087,CanESM5,7.554,3.449
Reykjavik,ssp245,2088,CanESM5,7.506,3.443
Reykjavik,ssp245,2089,CanESM5,6.866,2.858
Reykjavik,ssp245,2090,CanESM5,7.389,2.933
Reykjavik,ssp245,2091,CanESM5,6.957,3.043
Reykjavik,ssp245,2092,CanESM5,7.028,3.19
Reykjavik,ssp245,2093,CanESM5,7.161,3.351
Reykjavik,ssp245,2094,CanESM5,7.407,3.094
Reykjavik,ssp245,2095,CanESM5,7.567,3.165
Reykjavik,ssp245,2096,CanESM5,7.416,3.375
Reykjavik,ssp245,2097,CanESM5,7.629,3.662
Reykjavik,ssp245,2098,CanESM5,7.443,2.907
Reykjavik,ssp245,2099,CanESM5,7.933,2.974
Reykjavik,ssp245,2100,CanESM5,8.183,3.15
Reykjavik,ssp585,2015,CanESM5,5.724,2.967
Reykjavik,ssp585,2016,CanESM5,5.148,3.124
Reykjavik,ssp585,2017,CanESM5,5.767,2.706
Reykjavik,ssp585,2018,CanESM5,4.725,2.812
Reykjavik,ssp585,2019,CanESM5,5.881,3.018
Reykjavik,ssp585,2020,CanESM5,6.249,2.821
Reykjavik,ssp585,2021,CanESM5,5.587,2.915
Reykjavik,ssp585,2022,CanESM5,5.154,2.618
Reykjavik,ssp585,2023,CanESM5,5.286,2.91
Reykjavik,ssp585,2024,CanESM5,5.284,3.307
Reykjavik,ssp585,2025,CanESM5,5.178,3.13
Reykjavik,ssp585,2026,CanESM5,4.768,3.001
Reykjavik,ssp585,2027,CanESM5,5.139,2.87
Reykjavik,ssp585,2028,CanESM5,5.31,2.659
Reykjavik,ssp585,2029,CanESM5,6.075,3.112
Reykjavik,ssp585,2030,CanESM5,5.018,3.039
Reykjavik,ssp585,2031,CanESM5,5.67,2.841
Reykjavik,ssp585,2032,CanESM5,6.421,2.862
Reykjavik,ssp585,2033,CanESM5,5.412,3.125
Reykjavik,ssp585,2034,CanESM5,6.115,3.153
Reykjavik,ssp585,2035,CanESM5,6.36,3.5
Reykjavik,ssp585,2036,CanESM5,6.753,3.199
Reykjavik,ssp585,2037,CanESM5,5.996,2.951
Reykjavik,ssp585,2038,CanESM5,6.226,2.866
Reykjavik,ssp585,2039,CanESM5,6.123,3.042
Reykjavik,ssp585,2040,CanESM5,6.313,2.995
Reykjavik,ssp585,2041,CanESM5,6.562,2.941
Reykjavik,ssp585,2042,CanESM5,6.493,2.731
Reykjavik,ssp585,2043,CanESM5,7.049,3.062
Reykjavik,ssp585,2044,CanESM5,6.632,2.861
Reykjavik,ssp585,2045,CanESM5,6.017,3.206
Reykjavik,ssp585,2046,CanESM5,6.33,2.724
Reykjavik,ssp585,2047,CanESM5,7.253,3.177
Reykjavik,ssp585,2048,CanESM5,6.653,3.237
Reykjavik,ssp585,2049,CanESM5,7.094,2.777
Reykjavik,ssp585,2050,CanESM5,7.185,3.362
Reykjavik,ssp585,2051,CanESM5,7.153,3.365
Reykjavik,ssp585,2052,CanESM5,7.688,2.847
Reykjavik,ssp585,2053,CanESM5,7.366,2.962
Reykjavik,ssp585,2054,CanESM5,6.81,3.375
Reykjavik,ssp585,2055,CanESM5,6.935,3.049
Reykjavik,ssp585,2056,CanESM5,7.489,3.053
Reykjavik,ssp585,2057,CanESM5,7.945,3.131
Reykjavik,ssp585,2058,CanESM5,8.104,2.975
Reykjavik,ssp585,2059,CanESM5,8.034,3.337
Reykjavik,ssp585,2060,CanESM5,7.562,3.218
Reykjavik,ssp585,2061,CanESM5,7.979,3.103
Reykjavik,ssp585,2062,CanESM5,7.967,3.002
Reykjavik,ssp585,2063,CanESM5,8.317,3.302
Reykjavik,ssp585,2064,CanESM5,8.102,3.225
Reykjavik,ssp585,2065,CanESM5,8.556,3.544
Reykjavik,ssp585,2066,CanESM5,8.251,3.135
Reykjavik,ssp585,2067,CanESM5,8.7,3.297
Reykjavik,ssp585,2068,CanESM5,8.348,2.941
Reykjavik,ssp585,2069,CanESM5,8.625,3.686
Reykjavik,ssp585,2070,CanESM5,8.719,3.605
Reykjavik,ssp585,2071,CanESM5,9.006,3.212
Reykjavik,ssp585,2072,CanESM5,8.103,3.67
Reykjavik,ssp585,2073,CanESM5,8.834,3.277
Reykjavik,ssp585,2074,CanESM5,8.796,3.92
Reykjavik,ssp585,2075,CanESM5,8.662,3.96
Reykjavik,ssp585,2076,CanESM5,9.067,3.24
Reykjavik,ssp585,2077,CanESM5,9.186,3.197
Reykjavik,ssp585,2078,CanESM5,9.449,3.851
Reykjavik,ssp585,2079,CanESM5,9.009,3.817
Reykjavik,ssp585,2080,CanESM5,9.418,3.317
Reykjavik,ssp585,2081,CanESM5,9.395,3.549
Reykjavik,ssp585,2082,CanESM5,8.532,3.5
Reykjavik,ssp585,2083,CanESM5,9.277,3.895
Reykjavik,ssp585,2084,CanESM5,9.293,3.907
Reykjavik,ssp585,2085,CanESM5,9.576,3.776
Reykjavik,ssp585,2086,CanESM5,9.332,4.026
Reykjavik,ssp585,2087,CanESM5,9.663,3.202
Reykjavik,ssp585,2088,CanESM5,10.043,3.713
Reykjavik,ssp585,2089,CanESM5,10.078,3.834
Reykjavik,ssp585,2090,CanESM5,9.773,3.572
Reykjavik,ssp585,2091,CanESM5,9.598,3.938
Reykjavik,ssp585,2092,CanESM5,9.908,3.447
Reykjavik,ssp585,2093,CanESM5,10.249,3.7
Reykjavik,ssp585,2094,CanESM5,10.287,3.932
Reykjavik,ssp585,2095,CanESM5,10.412,3.506
Reykjavik,ssp585,2096,CanESM5,9.756,4.129
Reykjavik,ssp585,2097,CanESM5,9.256,3.872
Reykjavik,ssp585,2098,CanESM5,9.967,3.857
Reykjavik,ssp585,2099,CanESM5,9.959,4.125
Reykjavik,ssp585,2100,CanESM5,10.66,3.835
Reykjavik,historical,1850,GFDL-ESM4,3.893,2.838
Reykjavik,historical,1851,GFDL-ESM4,3.979,2.58
Reykjavik,historical,1852,GFDL-ESM4,2.98,3.158
Reykjavik,historical,1853,GFDL-ESM4,3.948,2.437
Reykjavik,historical,1854,GFDL-ESM4,2.098,2.874
Reykjavik,historical,1855,GFDL-ESM4,2.419,2.781
Reykjavik,historical,1856,GFDL-ESM4,2.131,2.756
Reykjavik,historical,1857,GFDL-ESM4,1.805,2.723
Reykjavik,historical,1858,GFDL-ESM4,3.703,3.656
Reykjavik,historical,1859,GFDL-ESM4,1.962,2.595
Reykjavik,historical,1860,GFDL-ESM4,2.666,2.756
Reykjavik,historical,1861,GFDL-ESM4,2.479,2.966
Reykjavik,historical,1862,GFDL-ESM4,2.971,3.277
Reykjavik,historical,1863,GFDL-ESM4,2.276,2.869
Reykjavik,historical,1864,GFDL-ESM4,2.121,2.907
Reykjavik,historical,1865,GFDL-ESM4,3.095,2.626
Reykjavik,historical,1866,GFDL-ESM4,3.544,2.73
Reykjavik,historical,1867,GFDL-ESM4,3.794,2.894
Reykjavik,historical,1868,GFDL-ESM4,3.808,3.429
Reykjavik,historical,1869,GFDL-ESM4,3.218,2.967
Reykjavik,historical,1870,GFDL-ESM4,2.867,2.865
Reykjavik,historical,1871,GFDL-ESM4,3.584,2.983
Reykjavik,historical,1872,GFDL-ESM4,2.602,2.308
Reykjavik,historical,1873,GFDL-ESM4,3.284,3.357
Reykjavik,historical,1874,GFDL-ESM4,3.122,3.088
Reykjavik,historical,1875,GFDL-ESM4,2.905,2.635
Reykjavik,historical,1876,GFDL-ESM4,1.924,2.614
Reykjavik,historical,1877,GFDL-ESM4,3.886,2.93
Reykjavik,historical,1878,GFDL-ESM4,2.893,2.546
Reykjavik,historical,1879,GFDL-ESM4,2.575,2.989
Reykjavik,historical,1880,GFDL-ESM4,2.621,2.637
Reykjavik,historical,1881,GFDL-ESM4,3.528,3.435
Reykjavik,historical,1882,GFDL-ESM4,4.046,2.651
Reykjavik,historical,1883,GFDL-ESM4,1.924,3.062
Reykjavik,historical,1884,GFDL-ESM4,3.549,2.746
Reykjavik,historical,1885,GFDL-ESM4,2.662,2.564
Reykjavik,historical,1886,GFDL-ESM4,2.243,2.834
Reykjavik,historical,1887,GFDL-ESM4,2.574,2.664
Reykjavik,historical,1888,GFDL-ESM4,2.865,3.115
Reykjavik,historical,1889,GFDL-ESM4,0.614,2.39
Reykjavik,historical,1890,GFDL-ESM4,2.472,2.996
Reykjavik,historical,1891,GFDL-ESM4,2.5,3.021
Reykjavik,historical,1892,GFDL-ESM4,2.405,2.695
Reykjavik,historical,1893,GFDL-ESM4,2.357,3.177
Reykjavik,historical,1894,GFDL-ESM4,2.551,2.922
Reykjavik,historical,1895,GFDL-ESM4,3.205,2.71
Reykjavik,historical,1896,GFDL-ESM4,4.138,2.841
Reykjavik,historical,1897,GFDL-ESM4,3.592,3.198
Reykjavik,historical,1898,GFDL-ESM4,4.203,2.748
Reykjavik,historical,1899,GFDL-ESM4,2.447,2.698
Reykjavik,historical,1900,GFDL-ESM4,2.338,2.891
Reykjavik,historical,1901,GFDL-ESM4,4.044,3.1
Reykjavik,historical,1902,GFDL-ESM4,3.957,2.805
Reykjavik,historical,1903,GFDL-ESM4,3.918,2.616
Reykjavik,historical,1904,GFDL-ESM4,3.292,2.574
Reykjavik,historical,1905,GFDL-ESM4,3.545,3.265
Reykjavik,historical,1906,GFDL-ESM4,2.795,2.925
Reykjavik,historical,1907,GFDL-ESM4,2.334,2.823
Reykjavik,historical,1908,GFDL-ESM4,3.965,2.962
Reykjavik,historical,1909,GFDL-ESM4,3.189,2.438
Reykjavik,historical,1910,GFDL-ESM4,3.122,2.951
Reykjavik,historical,1911,GFDL-ESM4,3.257,2.864
Reykjavik,historical,1912,GFDL-ESM4,3.854,2.443
Reykjavik,historical,1913,GFDL-ESM4,2.482,2.69
Reykjavik,historical,1914,GFDL-ESM4,2.273,3.322
Reykjavik,historical,1915,GFDL-ESM4,3.156,2.877
Reykjavik,historical,1916,GFDL-ESM4,3.151,2.973
Reykjavik,historical,1917,GFDL-ESM4,3.288,2.958
Reykjavik,historical,1918,GFDL-ESM4,4.069,3.079
Reykjavik,historical,1919,GFDL-ESM4,4.649,3.03
Reykjavik,historical,1920,GFDL-ESM4,4.567,3.031
Reykjavik,historical,1921,GFDL-ESM4,3.741,2.839
Reykjavik,historical,1922,GFDL-ESM4,4.846,3.212
Reykjavik,historical,1923,GFDL-ESM4,4.496,3.034
Reykjavik,historical,1924,GFDL-ESM4,4.198,2.91
Reykjavik,historical,1925,GFDL-ESM4,3.085,3.23
Reykjavik,historical,1926,GFDL-ESM4,2.782,2.53
Reykjavik,historical,1927,GFDL-ESM4,2.758,3.104
Reykjavik,historical,1928,GFDL-ESM4,3.153,2.929
Reykjavik,historical,1929,GFDL-ESM4,2.556,3.515
Reykjavik,historical,1930,GFDL-ESM4,2.836,2.655
Reykjavik,historical,1931,GFDL-ESM4,2.472,2.593
Reykjavik,historical,1932,GFDL-ESM4,3.861,2.987
Reykjavik,historical,1933,GFDL-ESM4,4.185,3.2
Reykjavik,historical,1934,GFDL-ESM4,5.028,3.301
Reykjavik,historical,1935,GFDL-ESM4,4.28,3.115
Reykjavik,historical,1936,GFDL-ESM4,3.484,3.238
Reykjavik,historical,1937,GFDL-ESM4,2.937,2.898
Reykjavik,historical,1938,GFDL-ESM4,3.149,3.223
Reykjavik,historical,1939,GFDL-ESM4,3.756,2.959
Reykjavik,historical,1940,GFDL-ESM4,3.458,2.74
Reykjavik,historical,1941,GFDL-ESM4,2.68,2.801
Reykjavik,historical,1942,GFDL-ESM4,3.865,2.597
Reykjavik,historical,1943,GFDL-ESM4,2.674,2.588
Reykjavik,historical,1944,GFDL-ESM4,3.243,2.627
Reykjavik,historical,1945,GFDL-ESM4,3.284,2.576
Reykjavik,historical,1946,GFDL-ESM4,2.11,2.735
Reykjavik,historical,1947,GFDL-ESM4,1.869,2.537
Reykjavik,historical,1948,GFDL-ESM4,4.078,2.89
Reykjavik,historical,1949,GFDL-ESM4,3.75,2.884
Reykjavik,historical,1950,GFDL-ESM4,2.421,2.618
Reykjavik,historical,1951,GFDL-ESM4,3.823,3.16
Reykjavik,historical,1952,GFDL-ESM4,2.749,2.812
Reykjavik,historical,1953,GFDL-ESM4,3.072,2.577
Reykjavik,historical,1954,GFDL-ESM4,2.628,2.797
Reykjavik,historical,1955,GFDL-ESM4,2.297,3.049
Reykjavik,historical,1956,GFDL-ESM4,4.116,3.462
Reykjavik,historical,1957,GFDL-ESM4,3.921,3.251
Reykjavik,historical,1958,GFDL-ESM4,4.277,2.804
Reykjavik,historical,1959,GFDL-ESM4,4.565,2.137
Reykjavik,historical,1960,GFDL-ESM4,3.704,2.597
Reykjavik,historical,1961,GFDL-ESM4,3.935,3.195
Reykjavik,historical,1962,GFDL-ESM4,3.696,3.162
