model,scenario,year,tas_C
MIROC6,ssp585,2034,16.3735
MIROC6,ssp585,2035,16.5102
MIROC6,ssp585,2036,16.7698
MIROC6,ssp585,2037,16.9107
MIROC6,ssp585,2038,16.6381
MIROC6,ssp585,2039,16.6051
MIROC6,ssp585,2040,16.8454
MIROC6,ssp585,2041,17.1208
MIROC6,ssp585,2042,16.7263
MIROC6,ssp585,2043,16.6306
MIROC6,ssp585,2044,16.6936
MIROC6,ssp585,2045,16.8616
MIROC6,ssp585,2046,17.1766
MIROC6,ssp585,2047,17.2099
MIROC6,ssp585,2048,17.2876
MIROC6,ssp585,2049,17.1216
MIROC6,ssp585,2050,17.1395
MIROC6,ssp585,2051,17.2388
MIROC6,ssp585,2052,17.3133
MIROC6,ssp585,2053,17.5604
MIROC6,ssp585,2054,17.4073
MIROC6,ssp585,2055,17.1765
MIROC6,ssp585,2056,17.431
MIROC6,ssp585,2057,17.7048
MIROC6,ssp585,2058,17.793
MIROC6,ssp585,2059,17.4347
MIROC6,ssp585,2060,17.3933
MIROC6,ssp585,2061,17.5884
MIROC6,ssp585,2062,17.8904
MIROC6,ssp585,2063,17.9491
MIROC6,ssp585,2064,17.6209
MIROC6,ssp585,2065,17.6298
MIROC6,ssp585,2066,17.8238
MIROC6,ssp585,2067,18.0513
MIROC6,ssp585,2068,17.7468
MIROC6,ssp585,2069,17.7539
MIROC6,ssp585,2070,17.9946
MIROC6,ssp585,2071,18.2438
MIROC6,ssp585,2072,18.133
MIROC6,ssp585,2073,18.0099
MIROC6,ssp585,2074,18.3478
MIROC6,ssp585,2075,18.4882
MIROC6,ssp585,2076,18.1278
MIROC6,ssp585,2077,18.1176
MIROC6,ssp585,2078,18.2677
MIROC6,ssp585,2079,18.6003
MIROC6,ssp585,2080,18.2624
MIROC6,ssp585,2081,18.2091
MIROC6,ssp585,2082,18.527
MIROC6,ssp585,2083,18.8379
MIROC6,ssp585,2084,18.4271
MIROC6,ssp585,2085,18.4879
MIROC6,ssp585,2086,18.7819
MIROC6,ssp585,2087,18.9587
MIROC6,ssp585,2088,18.7758
MIROC6,ssp585,2089,18.7485
MIROC6,ssp585,2090,19.0799
MIROC6,ssp585,2091,19.2253
MIROC6,ssp585,2092,19.1105
MIROC6,ssp585,2093,18.89
MIROC6,ssp585,2094,19.073
MIROC6,ssp585,2095,19.3976
MIROC6,ssp585,2096,19.6044
MIROC6,ssp585,2097,19.2889
MIROC6,ssp585,2098,19.2272
MIROC6,ssp585,2099,19.3591
MIROC6,ssp585,2100,19.3545
