city,lat,lon,scenario,year,tas_mean_C,tas_p10_C,tas_p90_C,pr_mean_mmday,n_models
Beijing,39.9,116.41,ssp245,2044,10.379,8.478,11.689,1.575,7.0
Beijing,39.9,116.41,ssp245,2045,10.347,8.649,11.509,1.827,7.0
Beijing,39.9,116.41,ssp245,2046,10.704,8.844,12.09,1.653,7.0
Beijing,39.9,116.41,ssp245,2047,10.442,8.733,11.599,1.942,7.0
Beijing,39.9,116.41,ssp245,2048,10.534,8.414,12.596,1.81,7.0
Beijing,39.9,116.41,ssp245,2049,10.482,8.782,12.176,1.94,7.0
Beijing,39.9,116.41,ssp245,2050,10.792,8.656,12.33,1.719,7.0
Beijing,39.9,116.41,ssp245,2051,10.912,9.317,12.163,1.793,7.0
Beijing,39.9,116.41,ssp245,2052,10.88,9.292,12.35,1.624,7.0
Beijing,39.9,116.41,ssp245,2053,10.992,8.94,12.377,1.562,7.0
Beijing,39.9,116.41,ssp245,2054,11.022,9.584,12.705,1.748,7.0
Beijing,39.9,116.41,ssp245,2055,11.235,9.158,13.349,1.677,7.0
Beijing,39.9,116.41,ssp245,2056,10.987,9.359,12.475,1.887,7.0
Beijing,39.9,116.41,ssp245,2057,11.077,9.018,12.594,1.912,7.0
Beijing,39.9,116.41,ssp245,2058,10.813,9.002,12.108,1.973,7.0
Beijing,39.9,116.41,ssp245,2059,11.4,9.398,12.869,1.645,7.0
Beijing,39.9,116.41,ssp245,2060,11.204,9.139,12.528,1.79,7.0
Beijing,39.9,116.41,ssp245,2061,11.308,9.712,12.475,1.669,7.0
Beijing,39.9,116.41,ssp245,2062,11.425,9.741,12.712,1.742,7.0
Beijing,39.9,116.41,ssp245,2063,11.0,8.677,12.592,1.726,7.0
Beijing,39.9,116.41,ssp245,2064,11.224,9.686,12.812,1.712,7.0
Beijing,39.9,116.41,ssp245,2065,11.171,9.371,12.703,2.135,7.0
Beijing,39.9,116.41,ssp245,2066,11.12,9.397,12.355,1.668,7.0
Beijing,39.9,116.41,ssp245,2067,11.525,9.501,12.919,1.774,7.0
Beijing,39.9,116.41,ssp245,2068,11.289,9.783,12.489,1.767,7.0
Beijing,39.9,116.41,ssp245,2069,11.562,9.57,13.062,1.844,7.0
Beijing,39.9,116.41,ssp245,2070,11.51,9.648,13.002,1.933,7.0
Beijing,39.9,116.41,ssp245,2071,11.399,9.389,13.026,2.169,7.0
Beijing,39.9,116.41,ssp245,2072,11.236,9.858,12.335,1.801,7.0
Beijing,39.9,116.41,ssp245,2073,11.084,9.58,12.628,1.829,7.0
Beijing,39.9,116.41,ssp245,2074,11.277,9.583,12.669,1.76,7.0
Beijing,39.9,116.41,ssp245,2075,11.622,10.113,12.817,1.812,7.0
Beijing,39.9,116.41,ssp245,2076,11.642,10.015,12.922,2.123,7.0
Beijing,39.9,116.41,ssp245,2077,11.663,10.276,13.295,2.112,7.0
Beijing,39.9,116.41,ssp245,2078,11.871,10.326,13.247,1.843,7.0
Beijing,39.9,116.41,ssp245,2079,11.785,10.182,13.023,2.106,7.0
Beijing,39.9,116.41,ssp245,2080,11.696,9.513,13.712,2.184,7.0
Beijing,39.9,116.41,ssp245,2081,12.093,10.001,13.516,2.152,7.0
Beijing,39.9,116.41,ssp245,2082,11.939,10.344,13.22,1.808,7.0
Beijing,39.9,116.41,ssp245,2083,11.602,10.093,13.095,2.324,7.0
Beijing,39.9,116.41,ssp245,2084,11.854,9.977,13.927,1.882,7.0
Beijing,39.9,116.41,ssp245,2085,12.503,11.122,14.073,1.884,7.0
Beijing,39.9,116.41,ssp245,2086,12.276,10.772,13.78,1.734,7.0
Beijing,39.9,116.41,ssp245,2087,12.172,10.224,14.084,1.838,7.0
Beijing,39.9,116.41,ssp245,2088,12.065,10.094,13.895,1.851,7.0
Beijing,39.9,116.41,ssp245,2089,11.904,9.946,13.308,1.617,7.0
Beijing,39.9,116.41,ssp245,2090,11.801,9.088,13.867,1.839,7.0
Beijing,39.9,116.41,ssp245,2091,11.658,9.204,13.512,1.965,7.0
Beijing,39.9,116.41,ssp245,2092,12.343,10.372,13.792,1.747,7.0
Beijing,39.9,116.41,ssp245,2093,12.105,9.806,13.732,1.893,7.0
Beijing,39.9,116.41,ssp245,2094,11.953,9.751,13.272,2.055,7.0
Beijing,39.9,116.41,ssp245,2095,12.021,9.858,13.567,1.865,7.0
Beijing,39.9,116.41,ssp245,2096,11.896,9.967,13.147,1.86,7.0
Beijing,39.9,116.41,ssp245,2097,12.162,9.899,13.971,2.032,7.0
Beijing,39.9,116.41,ssp245,2098,12.141,9.558,14.014,2.031,7.0
Beijing,39.9,116.41,ssp245,2099,12.005,9.964,13.541,1.959,7.0
Beijing,39.9,116.41,ssp245,2100,12.467,10.746,13.924,1.699,7.0
Beijing,39.9,116.41,ssp585,2015,9.149,6.897,11.023,1.917,8.0
Beijing,39.9,116.41,ssp585,2016,8.995,7.431,10.433,1.778,8.0
Beijing,39.9,116.41,ssp585,2017,9.118,7.46,10.545,1.879,8.0
Beijing,39.9,116.41,ssp585,2018,9.436,7.229,11.274,1.725,8.0
Beijing,39.9,116.41,ssp585,2019,9.308,7.075,10.795,1.796,8.0
Beijing,39.9,116.41,ssp585,2020,9.578,7.757,11.233,1.734,8.0
Beijing,39.9,116.41,ssp585,2021,9.608,8.153,10.97,1.816,8.0
Beijing,39.9,116.41,ssp585,2022,9.709,8.248,10.872,2.079,8.0
Beijing,39.9,116.41,ssp585,2023,9.794,7.757,11.226,1.768,8.0
Beijing,39.9,116.41,ssp585,2024,10.115,8.953,11.495,1.741,8.0
Beijing,39.9,116.41,ssp585,2025,9.746,7.871,11.242,1.888,8.0
Beijing,39.9,116.41,ssp585,2026,10.004,8.074,11.472,1.742,8.0
Beijing,39.9,116.41,ssp585,2027,9.851,8.118,11.488,1.852,8.0
Beijing,39.9,116.41,ssp585,2028,10.278,8.754,11.615,1.794,8.0
Beijing,39.9,116.41,ssp585,2029,10.215,8.536,11.629,1.699,8.0
Beijing,39.9,116.41,ssp585,2030,10.163,8.38,11.853,2.048,8.0
Beijing,39.9,116.41,ssp585,2031,9.844,7.874,11.706,1.917,8.0
Beijing,39.9,116.41,ssp585,2032,10.412,8.431,12.017,1.877,8.0
Beijing,39.9,116.41,ssp585,2033,10.658,8.71,12.348,1.5,8.0
Beijing,39.9,116.41,ssp585,2034,10.594,9.193,12.102,1.791,8.0
Beijing,39.9,116.41,ssp585,2035,10.058,8.382,11.709,2.248,8.0
Beijing,39.9,116.41,ssp585,2036,10.601,8.672,12.341,1.891,8.0
Beijing,39.9,116.41,ssp585,2037,10.309,8.413,12.225,1.893,8.0
Beijing,39.9,116.41,ssp585,2038,10.291,7.894,12.054,1.88,8.0
Beijing,39.9,116.41,ssp585,2039,10.844,8.802,12.319,1.837,8.0
Beijing,39.9,116.41,ssp585,2040,10.66,8.852,12.021,1.874,8.0
Beijing,39.9,116.41,ssp585,2041,10.653,8.549,11.806,1.886,8.0
Beijing,39.9,116.41,ssp585,2042,10.778,8.668,12.188,1.996,8.0
Beijing,39.9,116.41,ssp585,2043,11.156,9.687,12.21,1.976,8.0
Beijing,39.9,116.41,ssp585,2044,11.37,9.624,12.736,1.911,8.0
Beijing,39.9,116.41,ssp585,2045,11.356,9.795,12.456,1.942,8.0
Beijing,39.9,116.41,ssp585,2046,11.521,10.257,12.725,2.065,8.0
Beijing,39.9,116.41,ssp585,2047,10.997,9.272,12.512,1.712,8.0
Beijing,39.9,116.41,ssp585,2048,11.653,9.87,12.794,1.702,8.0
Beijing,39.9,116.41,ssp585,2049,11.562,9.783,13.008,1.848,8.0
Beijing,39.9,116.41,ssp585,2050,11.837,10.404,13.11,2.0,8.0
Beijing,39.9,116.41,ssp585,2051,11.904,10.258,13.122,1.932,8.0
Beijing,39.9,116.41,ssp585,2052,11.333,9.391,13.285,2.027,8.0
Beijing,39.9,116.41,ssp585,2053,11.774,9.622,13.161,1.876,8.0
Beijing,39.9,116.41,ssp585,2054,11.875,10.155,13.255,1.748,8.0
Beijing,39.9,116.41,ssp585,2055,11.895,10.16,13.427,1.773,8.0
Beijing,39.9,116.41,ssp585,2056,12.189,10.254,14.031,1.952,8.0
Beijing,39.9,116.41,ssp585,2057,11.975,10.074,13.515,2.068,8.0
Beijing,39.9,116.41,ssp585,2058,11.761,9.642,13.397,1.795,8.0
Beijing,39.9,116.41,ssp585,2059,12.029,10.331,13.639,1.872,8.0
Beijing,39.9,116.41,ssp585,2060,12.257,10.774,13.541,2.083,8.0
Beijing,39.9,116.41,ssp585,2061,12.158,10.538,13.426,2.134,8.0
Beijing,39.9,116.41,ssp585,2062,12.607,10.769,13.956,2.094,8.0
Beijing,39.9,116.41,ssp585,2063,12.677,10.747,13.935,2.048,8.0
Beijing,39.9,116.41,ssp585,2064,12.647,10.427,14.233,1.889,8.0
Beijing,39.9,116.41,ssp585,2065,12.702,10.98,13.817,1.939,8.0
Beijing,39.9,116.41,ssp585,2066,12.722,10.293,14.429,1.923,8.0
Beijing,39.9,116.41,ssp585,2067,12.815,10.62,14.308,2.138,8.0
Beijing,39.9,116.41,ssp585,2068,13.126,11.352,14.637,2.084,8.0
Beijing,39.9,116.41,ssp585,2069,12.852,11.198,14.392,2.082,8.0
Beijing,39.9,116.41,ssp585,2070,13.544,12.004,14.875,1.984,8.0
Beijing,39.9,116.41,ssp585,2071,13.293,12.011,14.909,1.965,8.0
Beijing,39.9,116.41,ssp585,2072,13.53,12.552,14.554,2.1,8.0
Beijing,39.9,116.41,ssp585,2073,13.424,12.102,14.934,2.01,8.0
Beijing,39.9,116.41,ssp585,2074,13.504,11.865,14.749,2.331,8.0
Beijing,39.9,116.41,ssp585,2075,13.741,12.207,15.183,2.166,8.0
Beijing,39.9,116.41,ssp585,2076,13.836,12.392,15.119,2.303,8.0
Beijing,39.9,116.41,ssp585,2077,13.641,12.152,14.826,2.422,8.0
Beijing,39.9,116.41,ssp585,2078,13.649,11.809,15.074,2.525,8.0
Beijing,39.9,116.41,ssp585,2079,14.045,12.241,15.943,2.028,8.0
Beijing,39.9,116.41,ssp585,2080,14.289,12.463,15.763,2.216,8.0
Beijing,39.9,116.41,ssp585,2081,14.103,12.753,15.363,2.474,8.0
Beijing,39.9,116.41,ssp585,2082,14.5,13.035,16.136,2.26,8.0
Beijing,39.9,116.41,ssp585,2083,14.163,12.537,15.649,2.389,8.0
Beijing,39.9,116.41,ssp585,2084,14.529,12.849,15.753,2.264,8.0
Beijing,39.9,116.41,ssp585,2085,14.633,12.769,16.087,2.337,8.0
Beijing,39.9,116.41,ssp585,2086,14.446,12.161,15.943,2.269,8.0
Beijing,39.9,116.41,ssp585,2087,14.691,12.746,16.423,2.072,8.0
Beijing,39.9,116.41,ssp585,2088,14.966,13.578,16.305,2.231,8.0
Beijing,39.9,116.41,ssp585,2089,14.841,12.985,16.596,2.417,8.0
Beijing,39.9,116.41,ssp585,2090,14.957,13.288,16.54,2.598,8.0
Beijing,39.9,116.41,ssp585,2091,15.378,13.143,17.328,2.286,8.0
Beijing,39.9,116.41,ssp585,2092,15.228,13.838,16.871,2.305,8.0
Beijing,39.9,116.41,ssp585,2093,15.732,14.242,17.065,2.199,8.0
Beijing,39.9,116.41,ssp585,2094,15.038,13.324,17.029,2.587,8.0
Beijing,39.9,116.41,ssp585,2095,15.725,14.077,17.48,2.114,8.0
Beijing,39.9,116.41,ssp585,2096,15.761,14.077,17.329,2.493,8.0
Beijing,39.9,116.41,ssp585,2097,15.585,13.853,16.863,2.352,8.0
Beijing,39.9,116.41,ssp585,2098,15.876,13.898,17.368,2.577,8.0
Beijing,39.9,116.41,ssp585,2099,15.786,14.05,17.046,2.23,8.0
Beijing,39.9,116.41,ssp585,2100,16.002,14.014,17.871,1.983,8.0
Berlin,52.52,13.41,historical,1850,7.855,6.413,10.834,1.999,8.0
Berlin,52.52,13.41,historical,1851,7.937,7.302,9.471,2.034,8.0
Berlin,52.52,13.41,historical,1852,8.168,6.537,10.029,2.13,8.0
Berlin,52.52,13.41,historical,1853,7.416,5.816,9.322,2.087,8.0
Berlin,52.52,13.41,historical,1854,8.163,6.308,10.151,2.002,8.0
Berlin,52.52,13.41,historical,1855,8.206,7.358,9.238,2.144,8.0
Berlin,52.52,13.41,historical,1856,8.258,7.368,9.048,1.951,8.0
Berlin,52.52,13.41,historical,1857,8.504,7.393,9.914,2.175,8.0
Berlin,52.52,13.41,historical,1858,8.201,7.071,10.176,2.037,8.0
Berlin,52.52,13.41,historical,1859,8.282,6.855,9.732,2.033,8.0
Berlin,52.52,13.41,historical,1860,8.458,7.598,10.042,2.07,8.0
Berlin,52.52,13.41,historical,1861,8.447,7.383,9.685,2.106,8.0
Berlin,52.52,13.41,historical,1862,7.752,6.83,9.571,2.094,8.0
Berlin,52.52,13.41,historical,1863,7.863,7.02,9.016,2.129,8.0
Berlin,52.52,13.41,historical,1864,8.032,6.613,9.841,1.995,8.0
Berlin,52.52,13.41,historical,1865,7.827,6.963,8.736,2.124,8.0
Berlin,52.52,13.41,historical,1866,8.159,6.714,9.872,1.991,8.0
Berlin,52.52,13.41,historical,1867,8.097,7.007,10.252,1.885,8.0
Berlin,52.52,13.41,historical,1868,8.484,7.156,11.017,2.104,8.0
Berlin,52.52,13.41,historical,1869,8.044,6.337,10.544,2.034,8.0
Berlin,52.52,13.41,historical,1870,7.984,6.834,9.722,2.168,8.0
Berlin,52.52,13.41,historical,1871,8.439,7.523,10.255,1.949,8.0
Berlin,52.52,13.41,historical,1872,8.167,6.487,10.65,2.015,8.0
Berlin,52.52,13.41,historical,1873,8.703,6.748,11.247,1.994,8.0
Berlin,52.52,13.41,historical,1874,8.71,7.785,9.659,2.002,8.0
Berlin,52.52,13.41,historical,1875,8.338,7.124,10.714,2.111,8.0
Berlin,52.52,13.41,historical,1876,8.085,6.682,10.963,1.932,8.0
Berlin,52.52,13.41,historical,1877,7.808,6.243,9.644,2.047,8.0
Berlin,52.52,13.41,historical,1878,8.62,6.884,11.241,2.062,8.0
Berlin,52.52,13.41,historical,1879,8.594,7.067,11.213,2.069,8.0
Berlin,52.52,13.41,historical,1880,8.615,7.301,11.015,2.105,8.0
Berlin,52.52,13.41,historical,1881,7.92,5.763,10.531,2.16,8.0
Berlin,52.52,13.41,historical,1882,8.173,6.733,11.033,2.07,8.0
Berlin,52.52,13.41,historical,1883,8.32,6.743,9.762,2.094,8.0
Berlin,52.52,13.41,historical,1884,8.028,6.437,9.693,1.954,8.0
Berlin,52.52,13.41,historical,1885,7.705,6.181,10.159,2.13,8.0
Berlin,52.52,13.41,historical,1886,8.292,7.384,9.421,1.987,8.0
Berlin,52.52,13.41,historical,1887,7.62,5.442,9.732,1.84,8.0
Berlin,52.52,13.41,historical,1888,8.363,7.279,10.084,2.031,8.0
Berlin,52.52,13.41,historical,1889,8.58,7.28,10.226,1.909,8.0
Berlin,52.52,13.41,historical,1890,8.141,7.127,9.446,2.087,8.0
Berlin,52.52,13.41,historical,1891,8.207,6.43,10.573,2.036,8.0
Berlin,52.52,13.41,historical,1892,8.421,7.557,9.711,1.894,8.0
Berlin,52.52,13.41,historical,1893,8.496,7.512,9.824,1.835,8.0
Berlin,52.52,13.41,historical,1894,8.477,6.762,10.386,1.81,8.0
Berlin,52.52,13.41,historical,1895,8.408,7.087,10.645,2.106,8.0
Berlin,52.52,13.41,historical,1896,8.139,7.173,9.702,1.982,8.0
Berlin,52.52,13.41,historical,1897,8.45,7.292,10.131,2.049,8.0
Berlin,52.52,13.41,historical,1898,8.357,6.726,10.706,1.976,8.0
Berlin,52.52,13.41,historical,1899,8.347,6.809,10.416,2.049,8.0
Berlin,52.52,13.41,historical,1900,8.191,6.852,10.108,1.911,8.0
Berlin,52.52,13.41,historical,1901,8.396,7.342,9.866,2.013,8.0
Berlin,52.52,13.41,historical,1902,8.596,7.782,9.748,2.006,8.0
Berlin,52.52,13.41,historical,1903,7.941,6.355,9.436,1.893,8.0
Berlin,52.52,13.41,historical,1904,7.819,6.811,9.635,2.178,8.0
Berlin,52.52,13.41,historical,1905,8.311,6.65,10.336,1.994,8.0
Berlin,52.52,13.41,historical,1906,8.419,6.914,10.018,2.078,8.0
Berlin,52.52,13.41,historical,1907,8.289,6.917,10.695,1.912,8.0
Berlin,52.52,13.41,historical,1908,8.166,7.11,9.128,2.089,8.0
Berlin,52.52,13.41,historical,1909,8.01,6.476,10.194,2.017,8.0
Berlin,52.52,13.41,historical,1910,8.22,6.766,9.93,2.064,8.0
Berlin,52.52,13.41,historical,1911,8.375,6.942,10.903,2.068,8.0
Berlin,52.52,13.41,historical,1912,8.038,7.042,9.737,2.055,8.0
Berlin,52.52,13.41,historical,1913,7.805,6.87,9.158,2.012,8.0
Berlin,52.52,13.41,historical,1914,7.833,6.857,9.327,2.043,8.0
Berlin,52.52,13.41,historical,1915,8.149,6.59,10.526,2.039,8.0
Berlin,52.52,13.41,historical,1916,8.095,6.799,9.935,1.965,8.0
Berlin,52.52,13.41,historical,1917,8.114,6.424,9.893,1.935,8.0
Berlin,52.52,13.41,historical,1918,8.103,6.23,9.508,1.976,8.0
Berlin,52.52,13.41,historical,1919,8.104,6.855,9.796,1.995,8.0
Berlin,52.52,13.41,historical,1920,8.081,6.483,9.898,1.966,8.0
Berlin,52.52,13.41,historical,1921,8.535,7.257,10.04,2.044,8.0
Berlin,52.52,13.41,historical,1922,8.039,6.09,10.525,2.114,8.0
Berlin,52.52,13.41,historical,1923,7.981,6.569,10.046,2.093,8.0
Berlin,52.52,13.41,historical,1924,7.682,6.51,9.518,2.057,8.0
Berlin,52.52,13.41,historical,1925,8.045,6.71,9.993,1.949,8.0
Berlin,52.52,13.41,historical,1926,7.677,6.515,9.959,2.099,8.0
Berlin,52.52,13.41,historical,1927,8.709,7.689,10.04,2.012,8.0
Berlin,52.52,13.41,historical,1928,8.377,7.029,10.349,1.972,8.0
Berlin,52.52,13.41,historical,1929,7.746,5.95,9.159,2.035,8.0
Berlin,52.52,13.41,historical,1930,8.06,6.856,9.923,2.053,8.0
Berlin,52.52,13.41,historical,1931,8.631,7.59,10.422,2.201,8.0
Berlin,52.52,13.41,historical,1932,8.056,6.185,10.194,1.979,8.0
Berlin,52.52,13.41,historical,1933,8.213,7.058,10.142,2.08,8.0
Berlin,52.52,13.41,historical,1934,8.817,8.069,10.432,1.982,8.0
Berlin,52.52,13.41,historical,1935,8.601,7.171,10.093,1.926,8.0
Berlin,52.52,13.41,historical,1936,7.918,6.144,10.103,2.013,8.0
Berlin,52.52,13.41,historical,1937,8.395,7.253,9.874,2.077,8.0
Berlin,52.52,13.41,historical,1938,8.238,7.181,9.594,2.045,8.0
Berlin,52.52,13.41,historical,1939,8.001,6.693,9.913,2.136,8.0
Berlin,52.52,13.41,historical,1940,8.128,6.599,9.854,2.259,8.0
Berlin,52.52,13.41,historical,1941,7.349,6.297,9.164,2.029,8.0
Berlin,52.52,13.41,historical,1942,8.525,6.885,11.18,1.894,8.0
Berlin,52.52,13.41,historical,1943,8.118,6.591,10.514,2.008,8.0
Berlin,52.52,13.41,historical,1944,8.544,7.716,9.897,1.922,8.0
Berlin,52.52,13.41,historical,1945,7.857,6.842,9.435,2.09,8.0
Berlin,52.52,13.41,historical,1946,8.319,6.72,10.978,2.061,8.0
Berlin,52.52,13.41,historical,1947,8.043,6.739,9.873,2.062,8.0
Berlin,52.52,13.41,historical,1948,8.131,6.775,9.342,1.989,8.0
Berlin,52.52,13.41,historical,1949,8.087,6.766,10.368,2.117,8.0
Berlin,52.52,13.41,historical,1950,8.104,6.761,9.622,2.014,8.0
Berlin,52.52,13.41,historical,1951,8.597,7.681,10.262,2.048,8.0
Berlin,52.52,13.41,historical,1952,8.516,7.308,10.413,1.854,8.0
Berlin,52.52,13.41,historical,1953,8.084,6.982,9.804,1.979,8.0
Berlin,52.52,13.41,historical,1954,8.229,6.946,9.611,2.119,8.0
Berlin,52.52,13.41,historical,1955,8.626,7.216,10.608,1.999,8.0
Berlin,52.52,13.41,historical,1956,8.471,7.357,9.854,1.925,8.0
Berlin,52.52,13.41,historical,1957,8.077,6.836,9.803,2.0,8.0
Berlin,52.52,13.41,historical,1958,8.126,6.595,10.132,2.186,8.0
Berlin,52.52,13.41,historical,1959,8.399,7.401,10.337,2.131,8.0
Berlin,52.52,13.41,historical,1960,8.355,7.199,9.822,1.991,8.0
Berlin,52.52,13.41,historical,1961,8.503,7.354,10.33,1.978,8.0
Berlin,52.52,13.41,historical,1962,8.365,6.973,10.051,2.036,8.0
Berlin,52.52,13.41,historical,1963,8.573,7.276,10.096,1.981,8.0
Berlin,52.52,13.41,historical,1964,8.284,6.924,9.431,2.016,8.0
Berlin,52.52,13.41,historical,1965,7.972,6.886,9.455,2.059,8.0
Berlin,52.52,13.41,historical,1966,8.259,6.576,9.689,1.971,8.0
Berlin,52.52,13.41,historical,1967,8.279,7.08,9.505,1.966,8.0
Berlin,52.52,13.41,historical,1968,8.359,7.002,10.212,2.031,8.0
Berlin,52.52,13.41,historical,1969,8.034,6.626,10.014,2.066,8.0
Berlin,52.52,13.41,historical,1970,7.568,6.167,9.458,2.097,8.0
Berlin,52.52,13.41,historical,1971,8.155,6.916,9.64,2.052,8.0
Berlin,52.52,13.41,historical,1972,7.868,6.682,8.858,2.104,8.0
Berlin,52.52,13.41,historical,1973,8.234,7.218,9.915,1.861,8.0
Berlin,52.52,13.41,historical,1974,7.943,7.164,8.656,2.12,8.0
Berlin,52.52,13.41,historical,1975,8.311,7.258,9.441,1.991,8.0
Berlin,52.52,13.41,historical,1976,8.456,7.41,9.512,1.893,8.0
Berlin,52.52,13.41,historical,1977,8.073,6.746,9.802,1.953,8.0
Berlin,52.52,13.41,historical,1978,7.806,6.912,8.647,2.059,8.0
Berlin,52.52,13.41,historical,1979,8.292,6.743,10.093,2.061,8.0
Berlin,52.52,13.41,historical,1980,8.389,6.881,10.435,1.97,8.0
Berlin,52.52,13.41,historical,1981,8.026,6.34,10.357,1.953,8.0
Berlin,52.52,13.41,historical,1982,8.425,6.931,10.8,2.035,8.0
Berlin,52.52,13.41,historical,1983,8.479,7.46,9.676,2.053,8.0
Berlin,52.52,13.41,historical,1984,8.163,7.088,9.72,2.003,8.0
Berlin,52.52,13.41,historical,1985,8.297,7.347,9.665,2.057,8.0
Berlin,52.52,13.41,historical,1986,8.195,6.678,10.402,1.945,8.0
Berlin,52.52,13.41,historical,1987,8.684,7.792,9.805,2.018,8.0
Berlin,52.52,13.41,historical,1988,8.331,7.107,9.715,2.185,8.0
Berlin,52.52,13.41,historical,1989,8.331,7.26,9.935,1.968,8.0
Berlin,52.52,13.41,historical,1990,8.698,7.365,10.843,2.169,8.0
Berlin,52.52,13.41,historical,1991,8.722,6.859,11.247,1.85,8.0
Berlin,52.52,13.41,historical,1992,8.047,7.061,9.414,2.16,8.0
Berlin,52.52,13.41,historical,1993,8.287,6.911,9.687,2.053,8.0
Berlin,52.52,13.41,historical,1994,8.487,6.95,9.785,2.088,8.0
Berlin,52.52,13.41,historical,1995,8.579,7.608,9.374,2.105,8.0
Berlin,52.52,13.41,historical,1996,8.993,8.17,10.033,2.132,8.0
Berlin,52.52,13.41,historical,1997,9.052,7.816,10.366,2.169,8.0
Berlin,52.52,13.41,historical,1998,8.719,7.528,10.391,2.174,8.0
Berlin,52.52,13.41,historical,1999,8.829,7.694,10.358,2.009,8.0
Berlin,52.52,13.41,historical,2000,9.276,8.15,10.827,2.194,8.0
Berlin,52.52,13.41,historical,2001,9.12,7.625,11.336,2.06,8.0
Berlin,52.52,13.41,historical,2002,8.922,7.959,10.064,2.279,8.0
Berlin,52.52,13.41,historical,2003,9.312,7.387,10.971,2.1,8.0
Berlin,52.52,13.41,historical,2004,9.188,7.493,10.855,1.923,8.0
Berlin,52.52,13.41,historical,2005,9.25,7.929,11.538,2.02,8.0
Berlin,52.52,13.41,historical,2006,9.315,8.14,10.884,2.086,8.0
Berlin,52.52,13.41,historical,2007,9.468,8.198,11.598,2.122,8.0
Berlin,52.52,13.41,historical,2008,9.882,8.881,11.356,2.072,8.0
Berlin,52.52,13.41,historical,2009,9.527,8.329,11.761,2.155,8.0
Berlin,52.52,13.41,historical,2010,9.667,8.347,10.997,2.092,8.0
Berlin,52.52,13.41,historical,2011,9.421,8.529,11.099,2.227,8.0
Berlin,52.52,13.41,historical,2012,9.807,8.509,11.584,2.154,8.0
Berlin,52.52,13.41,historical,2013,9.579,8.464,10.554,1.984,8.0
Berlin,52.52,13.41,historical,2014,9.445,8.131,11.739,2.171,8.0
Berlin,52.52,13.41,ssp126,2015,9.74,8.155,11.367,2.212,8.0
Berlin,52.52,13.41,ssp126,2016,10.154,8.885,12.291,2.121,8.0
Berlin,52.52,13.41,ssp126,2017,9.894,8.701,12.267,2.166,8.0
Berlin,52.52,13.41,ssp126,2018,10.008,9.213,11.479,2.2,8.0
Berlin,52.52,13.41,ssp126,2019,10.083,8.773,11.564,2.093,8.0
Berlin,52.52,13.41,ssp126,2020,10.228,8.922,12.466,2.204,8.0
Berlin,52.52,13.41,ssp126,2021,9.714,8.357,10.995,2.278,8.0
Berlin,52.52,13.41,ssp126,2022,10.035,8.688,11.583,2.166,8.0
Berlin,52.52,13.41,ssp126,2023,10.307,8.368,12.609,2.111,8.0
Berlin,52.52,13.41,ssp126,2024,10.15,9.159,11.607,2.135,8.0
Berlin,52.52,13.41,ssp126,2025,10.063,9.115,11.349,2.309,8.0
Berlin,52.52,13.41,ssp126,2026,9.937,8.142,11.94,2.227,8.0
Berlin,52.52,13.41,ssp126,2027,10.021,8.635,12.02,2.124,8.0
Berlin,52.52,13.41,ssp126,2028,10.449,9.81,11.182,2.15,8.0
Berlin,52.52,13.41,ssp126,2029,10.522,9.661,12.238,2.155,8.0
Berlin,52.52,13.41,ssp126,2030,10.23,9.665,10.9,2.161,8.0
Berlin,52.52,13.41,ssp126,2031,10.427,9.276,11.819,2.141,8.0
Berlin,52.52,13.41,ssp126,2032,9.94,8.65,11.618,2.26,8.0
Berlin,52.52,13.41,ssp126,2033,10.389,8.973,12.396,2.203,8.0
Berlin,52.52,13.41,ssp126,2034,10.138,8.879,11.654,2.225,8.0
Berlin,52.52,13.41,ssp126,2035,10.436,9.161,12.119,2.246,8.0
Berlin,52.52,13.41,ssp126,2036,9.734,8.416,11.2,2.383,8.0
Berlin,52.52,13.41,ssp126,2037,10.376,8.73,11.783,2.334,8.0
Berlin,52.52,13.41,ssp126,2038,10.462,9.085,12.117,2.308,8.0
Berlin,52.52,13.41,ssp126,2039,10.055,8.303,11.745,2.173,8.0
Berlin,52.52,13.41,ssp126,2040,10.46,8.633,12.555,2.159,8.0
Berlin,52.52,13.41,ssp126,2041,10.69,9.038,12.156,2.265,8.0
Berlin,52.52,13.41,ssp126,2042,10.957,8.774,12.368,2.275,8.0
Berlin,52.52,13.41,ssp126,2043,10.426,9.06,11.723,2.236,8.0
Berlin,52.52,13.41,ssp126,2044,10.584,9.038,12.427,2.31,8.0
Berlin,52.52,13.41,ssp126,2045,10.537,9.579,11.433,2.21,8.0
Berlin,52.52,13.41,ssp126,2046,10.171,9.29,11.209,2.354,8.0
Berlin,52.52,13.41,ssp126,2047,10.324,9.183,11.6,2.232,8.0
Berlin,52.52,13.41,ssp126,2048,10.441,9.812,11.206,2.091,8.0
Berlin,52.52,13.41,ssp126,2049,10.619,9.619,11.726,2.211,8.0
Berlin,52.52,13.41,ssp126,2050,10.551,8.533,12.525,2.193,8.0
Berlin,52.52,13.41,ssp126,2051,10.384,8.762,12.238,2.113,8.0
Berlin,52.52,13.41,ssp126,2052,10.619,10.038,11.189,2.257,8.0
Berlin,52.52,13.41,ssp126,2053,10.529,9.011,12.311,2.173,8.0
Berlin,52.52,13.41,ssp126,2054,11.008,9.338,12.357,2.167,8.0
