city,lat,lon,scenario,year,tas_mean_C,tas_p10_C,tas_p90_C,pr_mean_mmday,n_models
Bangkok,13.76,100.5,ssp585,2035,27.098,25.273,28.378,5.239,8.0
Bangkok,13.76,100.5,ssp585,2036,27.553,26.233,28.567,4.866,8.0
Bangkok,13.76,100.5,ssp585,2037,27.591,25.935,28.897,5.223,8.0
Bangkok,13.76,100.5,ssp585,2038,27.229,25.943,28.576,5.421,8.0
Bangkok,13.76,100.5,ssp585,2039,27.24,26.131,28.579,5.103,8.0
Bangkok,13.76,100.5,ssp585,2040,28.034,26.928,29.045,4.972,8.0
Bangkok,13.76,100.5,ssp585,2041,27.78,26.016,29.014,4.964,8.0
Bangkok,13.76,100.5,ssp585,2042,27.358,25.586,28.81,4.984,8.0
Bangkok,13.76,100.5,ssp585,2043,27.64,25.776,28.867,5.032,8.0
Bangkok,13.76,100.5,ssp585,2044,28.021,26.995,28.992,4.662,8.0
Bangkok,13.76,100.5,ssp585,2045,27.845,26.449,29.014,4.821,8.0
Bangkok,13.76,100.5,ssp585,2046,28.078,26.537,28.974,5.023,8.0
Bangkok,13.76,100.5,ssp585,2047,28.111,26.138,29.369,5.002,8.0
Bangkok,13.76,100.5,ssp585,2048,28.103,26.557,29.295,5.421,8.0
Bangkok,13.76,100.5,ssp585,2049,28.008,26.601,29.075,5.301,8.0
Bangkok,13.76,100.5,ssp585,2050,27.852,25.489,29.192,5.346,8.0
Bangkok,13.76,100.5,ssp585,2051,28.182,26.814,29.893,5.18,8.0
Bangkok,13.76,100.5,ssp585,2052,28.311,26.636,29.798,5.327,8.0
Bangkok,13.76,100.5,ssp585,2053,28.274,26.145,29.694,5.526,8.0
Bangkok,13.76,100.5,ssp585,2054,28.451,26.839,29.749,4.751,8.0
Bangkok,13.76,100.5,ssp585,2055,28.509,27.003,30.207,5.264,8.0
Bangkok,13.76,100.5,ssp585,2056,28.677,26.892,30.175,4.863,8.0
Bangkok,13.76,100.5,ssp585,2057,28.949,27.045,30.349,5.387,8.0
Bangkok,13.76,100.5,ssp585,2058,28.85,26.521,30.07,5.115,8.0
Bangkok,13.76,100.5,ssp585,2059,28.672,26.898,29.916,5.464,8.0
Bangkok,13.76,100.5,ssp585,2060,28.588,26.587,30.228,4.792,8.0
Bangkok,13.76,100.5,ssp585,2061,28.78,26.864,30.352,5.132,8.0
Bangkok,13.76,100.5,ssp585,2062,28.953,26.607,30.65,5.065,8.0
Bangkok,13.76,100.5,ssp585,2063,29.055,26.579,30.582,5.257,8.0
Bangkok,13.76,100.5,ssp585,2064,28.979,27.106,30.683,5.003,8.0
Bangkok,13.76,100.5,ssp585,2065,28.841,26.475,30.982,5.127,8.0
Bangkok,13.76,100.5,ssp585,2066,29.157,26.964,30.711,5.041,8.0
Bangkok,13.76,100.5,ssp585,2067,29.43,27.036,31.209,4.979,8.0
Bangkok,13.76,100.5,ssp585,2068,28.993,26.753,31.071,5.629,8.0
Bangkok,13.76,100.5,ssp585,2069,29.049,27.103,30.977,5.581,8.0
Bangkok,13.76,100.5,ssp585,2070,29.343,27.469,30.929,4.866,8.0
Bangkok,13.76,100.5,ssp585,2071,29.775,27.727,31.311,4.72,8.0
Bangkok,13.76,100.5,ssp585,2072,29.502,27.304,31.403,5.159,8.0
Bangkok,13.76,100.5,ssp585,2073,29.686,27.853,31.108,4.81,8.0
Bangkok,13.76,100.5,ssp585,2074,29.886,27.692,31.194,5.188,8.0
Bangkok,13.76,100.5,ssp585,2075,29.874,27.602,31.355,4.648,8.0
Bangkok,13.76,100.5,ssp585,2076,29.603,27.152,31.491,5.238,8.0
Bangkok,13.76,100.5,ssp585,2077,29.56,27.562,31.5,5.159,8.0
Bangkok,13.76,100.5,ssp585,2078,29.808,27.755,31.527,5.366,8.0
Bangkok,13.76,100.5,ssp585,2079,30.07,27.732,31.764,4.941,8.0
Bangkok,13.76,100.5,ssp585,2080,30.136,27.351,32.024,4.968,8.0
Bangkok,13.76,100.5,ssp585,2081,29.99,28.242,31.694,5.236,8.0
Bangkok,13.76,100.5,ssp585,2082,30.169,28.2,31.87,5.357,8.0
Bangkok,13.76,100.5,ssp585,2083,30.165,27.696,32.076,5.388,8.0
Bangkok,13.76,100.5,ssp585,2084,30.3,27.727,32.656,4.854,8.0
Bangkok,13.76,100.5,ssp585,2085,30.066,27.5,32.544,5.904,8.0
Bangkok,13.76,100.5,ssp585,2086,30.469,28.18,32.506,5.087,8.0
Bangkok,13.76,100.5,ssp585,2087,30.635,28.591,32.252,5.346,8.0
Bangkok,13.76,100.5,ssp585,2088,30.362,27.802,32.759,5.235,8.0
Bangkok,13.76,100.5,ssp585,2089,30.536,28.374,32.579,4.976,8.0
Bangkok,13.76,100.5,ssp585,2090,30.753,27.965,32.972,4.865,8.0
Bangkok,13.76,100.5,ssp585,2091,30.961,28.245,32.766,5.08,8.0
Bangkok,13.76,100.5,ssp585,2092,31.014,28.263,32.54,5.072,8.0
Bangkok,13.76,100.5,ssp585,2093,31.028,28.411,33.09,4.76,8.0
Bangkok,13.76,100.5,ssp585,2094,31.116,28.247,33.275,5.339,8.0
Bangkok,13.76,100.5,ssp585,2095,31.22,28.009,33.733,5.51,8.0
Bangkok,13.76,100.5,ssp585,2096,31.396,28.641,33.691,5.07,8.0
Bangkok,13.76,100.5,ssp585,2097,30.873,27.505,33.39,5.143,8.0
Bangkok,13.76,100.5,ssp585,2098,31.499,28.892,33.871,4.86,8.0
Bangkok,13.76,100.5,ssp585,2099,31.539,29.564,33.455,5.16,8.0
Bangkok,13.76,100.5,ssp585,2100,31.604,28.893,33.738,4.866,8.0
Beijing,39.9,116.41,historical,1850,8.16,4.977,10.206,1.906,8.0
Beijing,39.9,116.41,historical,1851,8.225,5.452,10.337,1.758,8.0
Beijing,39.9,116.41,historical,1852,8.488,5.99,10.224,1.719,8.0
Beijing,39.9,116.41,historical,1853,8.079,5.717,9.794,1.636,8.0
Beijing,39.9,116.41,historical,1854,7.984,5.351,9.967,1.773,8.0
Beijing,39.9,116.41,historical,1855,8.222,5.573,10.016,1.758,8.0
Beijing,39.9,116.41,historical,1856,8.591,5.726,10.42,1.729,8.0
Beijing,39.9,116.41,historical,1857,8.484,6.155,10.241,1.78,8.0
Beijing,39.9,116.41,historical,1858,8.207,5.782,9.991,1.978,8.0
Beijing,39.9,116.41,historical,1859,8.111,5.49,9.765,1.92,8.0
Beijing,39.9,116.41,historical,1860,8.17,5.71,10.23,1.944,8.0
Beijing,39.9,116.41,historical,1861,8.289,5.832,9.973,1.839,8.0
Beijing,39.9,116.41,historical,1862,8.139,6.196,9.804,1.815,8.0
Beijing,39.9,116.41,historical,1863,8.068,5.958,9.842,1.969,8.0
Beijing,39.9,116.41,historical,1864,8.441,6.335,9.851,1.767,8.0
Beijing,39.9,116.41,historical,1865,8.204,6.021,9.884,1.866,8.0
Beijing,39.9,116.41,historical,1866,8.411,5.998,10.175,1.794,8.0
Beijing,39.9,116.41,historical,1867,8.183,5.798,9.796,1.95,8.0
Beijing,39.9,116.41,historical,1868,8.387,6.284,9.994,1.63,8.0
Beijing,39.9,116.41,historical,1869,8.553,6.319,10.094,1.822,8.0
Beijing,39.9,116.41,historical,1870,7.982,5.941,9.514,1.707,8.0
Beijing,39.9,116.41,historical,1871,8.246,6.34,9.715,1.917,8.0
Beijing,39.9,116.41,historical,1872,8.044,5.411,10.033,1.86,8.0
Beijing,39.9,116.41,historical,1873,8.487,6.6,10.371,1.6,8.0
Beijing,39.9,116.41,historical,1874,8.085,6.084,10.023,1.777,8.0
Beijing,39.9,116.41,historical,1875,8.381,6.268,10.31,1.86,8.0
Beijing,39.9,116.41,historical,1876,8.352,6.287,10.059,1.711,8.0
Beijing,39.9,116.41,historical,1877,8.476,6.806,9.73,1.735,8.0
Beijing,39.9,116.41,historical,1878,8.296,6.162,10.124,2.063,8.0
Beijing,39.9,116.41,historical,1879,8.192,5.807,10.101,1.548,8.0
Beijing,39.9,116.41,historical,1880,8.346,5.403,10.593,1.598,8.0
Beijing,39.9,116.41,historical,1881,8.305,6.294,10.162,1.723,8.0
Beijing,39.9,116.41,historical,1882,8.672,6.437,10.668,1.871,8.0
Beijing,39.9,116.41,historical,1883,8.115,5.815,9.655,1.643,8.0
Beijing,39.9,116.41,historical,1884,7.846,5.569,9.695,1.635,8.0
Beijing,39.9,116.41,historical,1885,7.376,4.945,9.106,1.601,8.0
Beijing,39.9,116.41,historical,1886,8.375,6.055,10.283,1.753,8.0
Beijing,39.9,116.41,historical,1887,8.044,6.118,9.868,1.846,8.0
Beijing,39.9,116.41,historical,1888,8.171,5.816,10.065,1.696,8.0
Beijing,39.9,116.41,historical,1889,8.226,6.025,10.171,1.87,8.0
Beijing,39.9,116.41,historical,1890,8.532,5.992,10.297,1.505,8.0
Beijing,39.9,116.41,historical,1891,8.164,6.291,10.021,1.724,8.0
Beijing,39.9,116.41,historical,1892,8.524,6.371,10.392,1.476,8.0
Beijing,39.9,116.41,historical,1893,8.63,6.48,10.39,1.652,8.0
Beijing,39.9,116.41,historical,1894,8.414,6.08,9.905,1.621,8.0
Beijing,39.9,116.41,historical,1895,8.407,5.9,10.075,1.816,8.0
Beijing,39.9,116.41,historical,1896,8.656,6.562,10.062,1.48,8.0
Beijing,39.9,116.41,historical,1897,8.407,5.708,10.634,1.805,8.0
Beijing,39.9,116.41,historical,1898,7.893,5.984,9.577,1.829,8.0
Beijing,39.9,116.41,historical,1899,8.282,5.886,10.299,1.785,8.0
Beijing,39.9,116.41,historical,1900,8.335,6.355,9.802,1.807,8.0
Beijing,39.9,116.41,historical,1901,8.3,6.405,9.572,1.651,8.0
Beijing,39.9,116.41,historical,1902,8.318,6.481,9.79,1.693,8.0
Beijing,39.9,116.41,historical,1903,7.613,5.389,9.133,1.586,8.0
Beijing,39.9,116.41,historical,1904,7.517,4.678,9.533,1.697,8.0
Beijing,39.9,116.41,historical,1905,8.448,6.428,10.221,1.867,8.0
Beijing,39.9,116.41,historical,1906,8.348,6.316,9.899,1.702,8.0
Beijing,39.9,116.41,historical,1907,8.25,5.416,9.594,1.639,8.0
Beijing,39.9,116.41,historical,1908,8.098,5.633,10.086,1.612,8.0
Beijing,39.9,116.41,historical,1909,8.258,5.687,10.048,1.887,8.0
Beijing,39.9,116.41,historical,1910,8.047,5.838,9.815,2.053,8.0
Beijing,39.9,116.41,historical,1911,8.375,5.887,10.188,1.6,8.0
Beijing,39.9,116.41,historical,1912,8.003,5.277,9.885,1.547,8.0
Beijing,39.9,116.41,historical,1913,7.744,5.525,9.42,1.812,8.0
Beijing,39.9,116.41,historical,1914,7.966,5.507,9.63,1.586,8.0
Beijing,39.9,116.41,historical,1915,8.329,6.53,9.632,1.524,8.0
Beijing,39.9,116.41,historical,1916,8.359,6.258,10.369,1.661,8.0
Beijing,39.9,116.41,historical,1917,8.09,6.214,9.976,1.84,8.0
Beijing,39.9,116.41,historical,1918,8.465,6.242,10.011,1.633,8.0
Beijing,39.9,116.41,historical,1919,7.898,5.548,9.677,1.69,8.0
Beijing,39.9,116.41,historical,1920,8.131,5.943,10.111,1.857,8.0
Beijing,39.9,116.41,historical,1921,8.266,6.073,9.85,1.913,8.0
Beijing,39.9,116.41,historical,1922,8.223,6.055,9.812,1.644,8.0
Beijing,39.9,116.41,historical,1923,8.641,7.099,10.455,1.768,8.0
Beijing,39.9,116.41,historical,1924,8.074,6.122,9.575,1.963,8.0
Beijing,39.9,116.41,historical,1925,8.293,6.192,9.623,1.609,8.0
Beijing,39.9,116.41,historical,1926,8.042,5.905,9.522,1.867,8.0
Beijing,39.9,116.41,historical,1927,8.544,7.04,9.589,1.901,8.0
Beijing,39.9,116.41,historical,1928,8.351,6.272,9.815,1.766,8.0
Beijing,39.9,116.41,historical,1929,7.9,5.989,9.23,1.773,8.0
Beijing,39.9,116.41,historical,1930,8.419,6.281,10.082,1.793,8.0
Beijing,39.9,116.41,historical,1931,8.417,6.089,10.255,1.629,8.0
Beijing,39.9,116.41,historical,1932,8.283,6.385,10.133,1.799,8.0
Beijing,39.9,116.41,historical,1933,8.459,6.002,10.154,1.943,8.0
Beijing,39.9,116.41,historical,1934,8.466,5.854,10.348,1.706,8.0
Beijing,39.9,116.41,historical,1935,8.676,6.425,10.67,1.494,8.0
Beijing,39.9,116.41,historical,1936,8.297,5.765,9.996,1.496,8.0
Beijing,39.9,116.41,historical,1937,9.014,6.688,11.085,1.487,8.0
Beijing,39.9,116.41,historical,1938,8.312,6.138,10.496,1.714,8.0
Beijing,39.9,116.41,historical,1939,8.527,6.49,10.732,1.675,8.0
Beijing,39.9,116.41,historical,1940,8.653,6.61,10.658,1.703,8.0
Beijing,39.9,116.41,historical,1941,8.593,6.465,10.284,1.735,8.0
Beijing,39.9,116.41,historical,1942,8.677,6.604,10.307,1.785,8.0
Beijing,39.9,116.41,historical,1943,8.249,5.679,10.279,1.747,8.0
Beijing,39.9,116.41,historical,1944,8.274,6.461,9.688,1.602,8.0
Beijing,39.9,116.41,historical,1945,8.564,6.222,10.219,1.437,8.0
Beijing,39.9,116.41,historical,1946,8.43,6.326,9.955,1.826,8.0
Beijing,39.9,116.41,historical,1947,8.53,6.376,10.281,1.452,8.0
Beijing,39.9,116.41,historical,1948,8.434,6.56,9.85,1.953,8.0
Beijing,39.9,116.41,historical,1949,8.599,5.935,10.302,1.79,8.0
Beijing,39.9,116.41,historical,1950,8.247,5.979,10.015,1.473,8.0
Beijing,39.9,116.41,historical,1951,8.447,6.32,10.384,1.623,8.0
Beijing,39.9,116.41,historical,1952,8.653,6.187,10.247,1.762,8.0
Beijing,39.9,116.41,historical,1953,8.622,6.748,10.153,1.407,8.0
Beijing,39.9,116.41,historical,1954,8.34,6.286,9.61,1.773,8.0
Beijing,39.9,116.41,historical,1955,8.7,6.683,10.309,1.768,8.0
Beijing,39.9,116.41,historical,1956,8.231,6.196,9.531,1.639,8.0
Beijing,39.9,116.41,historical,1957,7.914,5.436,9.878,1.856,8.0
Beijing,39.9,116.41,historical,1958,8.349,6.403,10.076,1.679,8.0
Beijing,39.9,116.41,historical,1959,8.466,6.06,10.441,1.58,8.0
Beijing,39.9,116.41,historical,1960,8.571,7.21,10.188,1.704,8.0
Beijing,39.9,116.41,historical,1961,8.024,5.751,9.45,1.57,8.0
Beijing,39.9,116.41,historical,1962,8.118,5.986,10.146,1.73,8.0
Beijing,39.9,116.41,historical,1963,8.648,6.473,10.386,1.558,8.0
Beijing,39.9,116.41,historical,1964,8.321,6.751,10.068,1.653,8.0
Beijing,39.9,116.41,historical,1965,8.418,6.914,9.558,1.532,8.0
Beijing,39.9,116.41,historical,1966,7.964,6.23,9.37,1.84,8.0
Beijing,39.9,116.41,historical,1967,8.104,5.686,9.624,1.607,8.0
Beijing,39.9,116.41,historical,1968,8.129,6.122,9.362,1.748,8.0
Beijing,39.9,116.41,historical,1969,8.236,6.351,10.015,1.663,8.0
Beijing,39.9,116.41,historical,1970,8.286,6.616,9.905,1.379,8.0
Beijing,39.9,116.41,historical,1971,8.248,6.505,9.585,1.737,8.0
Beijing,39.9,116.41,historical,1972,7.978,6.013,9.58,1.522,8.0
Beijing,39.9,116.41,historical,1973,8.142,6.378,9.762,1.652,8.0
Beijing,39.9,116.41,historical,1974,8.256,6.88,9.487,1.902,8.0
Beijing,39.9,116.41,historical,1975,8.051,6.081,9.563,1.744,8.0
Beijing,39.9,116.41,historical,1976,8.479,6.558,10.047,1.762,8.0
Beijing,39.9,116.41,historical,1977,8.444,6.1,10.111,1.578,8.0
Beijing,39.9,116.41,historical,1978,8.255,6.922,9.23,1.553,8.0
Beijing,39.9,116.41,historical,1979,7.975,6.464,9.267,1.904,8.0
Beijing,39.9,116.41,historical,1980,8.461,6.56,9.814,1.538,8.0
Beijing,39.9,116.41,historical,1981,7.789,6.617,9.113,1.833,8.0
Beijing,39.9,116.41,historical,1982,8.333,6.461,10.154,1.492,8.0
Beijing,39.9,116.41,historical,1983,7.78,6.509,9.432,1.565,8.0
Beijing,39.9,116.41,historical,1984,8.185,6.44,9.595,1.602,8.0
Beijing,39.9,116.41,historical,1985,8.188,5.808,10.045,1.676,8.0
Beijing,39.9,116.41,historical,1986,8.142,6.154,9.804,1.554,8.0
Beijing,39.9,116.41,historical,1987,8.418,6.776,10.284,1.541,8.0
Beijing,39.9,116.41,historical,1988,8.464,7.048,10.066,1.616,8.0
Beijing,39.9,116.41,historical,1989,8.598,6.487,10.164,1.531,8.0
Beijing,39.9,116.41,historical,1990,8.639,5.745,10.41,1.622,8.0
Beijing,39.9,116.41,historical,1991,8.391,7.059,9.678,1.851,8.0
Beijing,39.9,116.41,historical,1992,7.576,5.266,9.388,1.47,8.0
Beijing,39.9,116.41,historical,1993,8.008,6.116,9.698,1.652,8.0
Beijing,39.9,116.41,historical,1994,8.067,6.529,9.42,1.646,8.0
Beijing,39.9,116.41,historical,1995,7.95,5.822,9.541,1.808,8.0
Beijing,39.9,116.41,historical,1996,8.433,6.719,9.909,1.675,8.0
Beijing,39.9,116.41,historical,1997,8.612,6.521,9.975,1.736,8.0
Beijing,39.9,116.41,historical,1998,8.769,7.268,10.136,1.697,8.0
Beijing,39.9,116.41,historical,1999,8.635,6.646,10.124,1.917,8.0
Beijing,39.9,116.41,historical,2000,8.691,6.857,10.231,1.724,8.0
Beijing,39.9,116.41,historical,2001,8.989,7.0,10.727,1.64,8.0
Beijing,39.9,116.41,historical,2002,8.792,7.079,10.221,1.843,8.0
Beijing,39.9,116.41,historical,2003,8.904,7.252,10.571,1.721,8.0
Beijing,39.9,116.41,historical,2004,8.81,7.077,10.984,1.734,8.0
Beijing,39.9,116.41,historical,2005,8.774,7.106,10.223,1.706,8.0
Beijing,39.9,116.41,historical,2006,8.916,6.954,10.312,1.922,8.0
Beijing,39.9,116.41,historical,2007,8.719,7.236,10.425,1.676,8.0
Beijing,39.9,116.41,historical,2008,9.217,7.156,11.25,1.591,8.0
Beijing,39.9,116.41,historical,2009,9.198,7.281,11.121,1.884,8.0
Beijing,39.9,116.41,historical,2010,9.208,7.913,10.749,1.792,8.0
Beijing,39.9,116.41,historical,2011,8.983,6.985,10.398,1.82,8.0
Beijing,39.9,116.41,historical,2012,9.275,7.256,11.287,1.781,8.0
Beijing,39.9,116.41,historical,2013,9.227,7.364,10.717,1.923,8.0
Beijing,39.9,116.41,historical,2014,9.083,7.633,10.459,1.673,8.0
Beijing,39.9,116.41,ssp126,2015,9.211,7.574,10.571,1.704,8.0
Beijing,39.9,116.41,ssp126,2016,9.622,7.843,11.528,1.621,8.0
Beijing,39.9,116.41,ssp126,2017,9.533,7.47,11.249,1.779,8.0
Beijing,39.9,116.41,ssp126,2018,9.592,7.974,10.866,1.758,8.0
Beijing,39.9,116.41,ssp126,2019,9.505,7.634,11.427,1.856,8.0
Beijing,39.9,116.41,ssp126,2020,9.477,7.873,10.821,1.946,8.0
Beijing,39.9,116.41,ssp126,2021,9.772,8.043,11.18,1.803,8.0
Beijing,39.9,116.41,ssp126,2022,9.619,7.609,11.205,1.783,8.0
Beijing,39.9,116.41,ssp126,2023,9.829,7.839,11.248,1.836,8.0
Beijing,39.9,116.41,ssp126,2024,10.013,7.841,11.783,1.697,8.0
Beijing,39.9,116.41,ssp126,2025,9.436,7.171,11.123,1.942,8.0
Beijing,39.9,116.41,ssp126,2026,10.038,8.116,11.854,1.879,8.0
Beijing,39.9,116.41,ssp126,2027,9.827,7.111,11.584,1.85,8.0
Beijing,39.9,116.41,ssp126,2028,9.737,7.942,11.285,2.153,8.0
Beijing,39.9,116.41,ssp126,2029,10.118,7.867,11.969,1.75,8.0
Beijing,39.9,116.41,ssp126,2030,10.14,8.915,11.119,1.906,8.0
Beijing,39.9,116.41,ssp126,2031,9.851,7.48,11.649,1.801,8.0
Beijing,39.9,116.41,ssp126,2032,10.194,8.094,12.066,1.693,8.0
Beijing,39.9,116.41,ssp126,2033,10.27,8.605,11.805,1.728,8.0
Beijing,39.9,116.41,ssp126,2034,10.173,8.724,11.313,1.918,8.0
Beijing,39.9,116.41,ssp126,2035,10.374,8.15,11.63,1.746,8.0
Beijing,39.9,116.41,ssp126,2036,10.318,8.329,12.081,1.706,8.0
Beijing,39.9,116.41,ssp126,2037,10.57,8.802,11.603,1.674,8.0
Beijing,39.9,116.41,ssp126,2038,11.039,9.318,12.358,1.726,8.0
Beijing,39.9,116.41,ssp126,2039,10.468,9.421,11.62,2.001,8.0
Beijing,39.9,116.41,ssp126,2040,10.385,8.064,12.233,1.87,8.0
Beijing,39.9,116.41,ssp126,2041,10.689,8.467,12.404,1.773,8.0
Beijing,39.9,116.41,ssp126,2042,10.537,7.768,12.357,1.847,8.0
Beijing,39.9,116.41,ssp126,2043,10.456,8.443,11.81,1.842,8.0
Beijing,39.9,116.41,ssp126,2044,10.966,9.461,12.338,1.726,8.0
Beijing,39.9,116.41,ssp126,2045,10.481,8.434,11.782,1.978,8.0
Beijing,39.9,116.41,ssp126,2046,10.615,9.274,11.45,1.775,8.0
Beijing,39.9,116.41,ssp126,2047,10.744,9.003,12.622,1.818,8.0
Beijing,39.9,116.41,ssp126,2048,10.946,9.536,12.113,1.759,8.0
Beijing,39.9,116.41,ssp126,2049,10.695,8.885,12.205,2.009,8.0
Beijing,39.9,116.41,ssp126,2050,10.515,9.072,12.036,2.041,8.0
Beijing,39.9,116.41,ssp126,2051,10.455,8.498,12.077,1.935,8.0
Beijing,39.9,116.41,ssp126,2052,10.808,9.46,12.134,1.599,8.0
Beijing,39.9,116.41,ssp126,2053,11.022,9.782,12.19,1.823,8.0
Beijing,39.9,116.41,ssp126,2054,11.46,9.866,13.057,1.83,8.0
Beijing,39.9,116.41,ssp126,2055,10.783,8.701,12.458,1.952,8.0
Beijing,39.9,116.41,ssp126,2056,10.857,9.511,12.293,2.15,8.0
Beijing,39.9,116.41,ssp126,2057,10.672,9.022,12.042,2.063,8.0
Beijing,39.9,116.41,ssp126,2058,10.93,9.181,12.584,2.036,8.0
Beijing,39.9,116.41,ssp126,2059,11.121,9.016,12.325,1.893,8.0
Beijing,39.9,116.41,ssp126,2060,10.759,8.278,12.154,1.903,8.0
Beijing,39.9,116.41,ssp126,2061,11.02,9.748,12.117,1.979,8.0
Beijing,39.9,116.41,ssp126,2062,11.06,9.397,12.378,1.976,8.0
Beijing,39.9,116.41,ssp126,2063,10.72,8.669,12.303,1.834,8.0
Beijing,39.9,116.41,ssp126,2064,11.089,9.546,12.531,1.807,8.0
Beijing,39.9,116.41,ssp126,2065,11.147,9.613,12.534,1.917,8.0
Beijing,39.9,116.41,ssp126,2066,10.972,9.601,12.087,2.064,8.0
Beijing,39.9,116.41,ssp126,2067,10.676,8.984,12.195,1.96,8.0
Beijing,39.9,116.41,ssp126,2068,10.898,8.86,12.44,1.911,8.0
Beijing,39.9,116.41,ssp126,2069,10.765,9.136,12.399,1.909,8.0
Beijing,39.9,116.41,ssp126,2070,10.906,8.742,12.35,2.049,8.0
Beijing,39.9,116.41,ssp126,2071,10.627,8.376,12.286,1.972,8.0
Beijing,39.9,116.41,ssp126,2072,10.886,9.103,12.174,1.818,8.0
Beijing,39.9,116.41,ssp126,2073,10.697,8.645,12.394,1.84,8.0
Beijing,39.9,116.41,ssp126,2074,10.879,9.397,12.435,2.089,8.0
Beijing,39.9,116.41,ssp126,2075,10.884,9.457,12.232,1.83,8.0
Beijing,39.9,116.41,ssp126,2076,11.216,9.343,12.679,1.63,8.0
Beijing,39.9,116.41,ssp126,2077,10.692,8.562,12.003,2.206,8.0
Beijing,39.9,116.41,ssp126,2078,10.827,8.661,12.354,1.906,8.0
Beijing,39.9,116.41,ssp126,2079,10.815,8.901,12.491,1.907,8.0
Beijing,39.9,116.41,ssp126,2080,10.844,8.876,12.722,2.0,8.0
Beijing,39.9,116.41,ssp126,2081,11.134,8.488,13.195,1.786,8.0
Beijing,39.9,116.41,ssp126,2082,11.023,8.381,13.119,1.909,8.0
Beijing,39.9,116.41,ssp126,2083,11.128,9.593,13.031,1.957,8.0
Beijing,39.9,116.41,ssp126,2084,11.104,9.435,12.703,1.704,8.0
Beijing,39.9,116.41,ssp126,2085,11.291,9.346,12.639,1.67,8.0
Beijing,39.9,116.41,ssp126,2086,10.707,9.257,12.669,2.041,8.0
Beijing,39.9,116.41,ssp126,2087,10.881,8.718,13.154,1.847,8.0
Beijing,39.9,116.41,ssp126,2088,10.693,9.118,12.669,2.023,8.0
Beijing,39.9,116.41,ssp126,2089,11.301,9.667,12.58,1.889,8.0
Beijing,39.9,116.41,ssp126,2090,10.794,9.254,12.22,1.82,8.0
Beijing,39.9,116.41,ssp126,2091,10.748,8.985,12.241,1.858,8.0
Beijing,39.9,116.41,ssp126,2092,11.061,8.982,12.629,1.876,8.0
Beijing,39.9,116.41,ssp126,2093,10.949,9.128,12.397,1.889,8.0
Beijing,39.9,116.41,ssp126,2094,10.825,9.018,12.307,2.092,8.0
Beijing,39.9,116.41,ssp126,2095,10.667,8.387,12.224,1.986,8.0
Beijing,39.9,116.41,ssp126,2096,10.583,8.23,12.61,2.011,8.0
Beijing,39.9,116.41,ssp126,2097,10.656,9.334,12.075,1.889,8.0
Beijing,39.9,116.41,ssp126,2098,10.662,9.271,12.117,2.077,8.0
Beijing,39.9,116.41,ssp126,2099,10.727,8.57,12.448,1.763,8.0
Beijing,39.9,116.41,ssp126,2100,10.778,8.9,12.226,1.928,8.0
Beijing,39.9,116.41,ssp245,2015,9.564,7.468,11.274,1.893,8.0
Beijing,39.9,116.41,ssp245,2016,9.174,7.684,10.963,1.688,8.0
Beijing,39.9,116.41,ssp245,2017,9.653,7.778,11.29,1.705,8.0
Beijing,39.9,116.41,ssp245,2018,9.449,7.893,10.383,1.762,8.0
Beijing,39.9,116.41,ssp245,2019,9.397,7.377,10.876,1.9,8.0
Beijing,39.9,116.41,ssp245,2020,9.857,7.794,11.277,1.812,8.0
Beijing,39.9,116.41,ssp245,2021,9.593,8.067,10.994,1.94,8.0
Beijing,39.9,116.41,ssp245,2022,9.804,8.272,10.852,1.883,8.0
Beijing,39.9,116.41,ssp245,2023,9.778,8.731,10.778,1.714,8.0
Beijing,39.9,116.41,ssp245,2024,9.95,8.84,10.888,1.72,8.0
Beijing,39.9,116.41,ssp245,2025,10.029,8.007,11.621,1.766,8.0
Beijing,39.9,116.41,ssp245,2026,9.681,8.183,10.99,1.876,8.0
Beijing,39.9,116.41,ssp245,2027,9.714,7.683,11.073,1.697,8.0
Beijing,39.9,116.41,ssp245,2028,9.575,8.058,10.907,1.723,8.0
Beijing,39.9,116.41,ssp245,2029,9.89,8.268,11.301,1.997,8.0
Beijing,39.9,116.41,ssp245,2030,9.897,8.753,10.926,1.991,8.0
Beijing,39.9,116.41,ssp245,2031,10.316,8.255,11.687,1.777,8.0
Beijing,39.9,116.41,ssp245,2032,10.11,8.248,11.766,2.011,8.0
Beijing,39.9,116.41,ssp245,2033,9.764,8.296,11.623,1.89,8.0
Beijing,39.9,116.41,ssp245,2034,10.108,8.856,11.066,1.893,8.0
Beijing,39.9,116.41,ssp245,2035,10.059,8.186,11.306,1.689,8.0
Beijing,39.9,116.41,ssp245,2036,9.938,7.875,11.782,2.125,8.0
Beijing,39.9,116.41,ssp245,2037,9.976,7.758,11.341,2.072,8.0
Beijing,39.9,116.41,ssp245,2038,9.993,8.203,11.38,1.829,8.0
Beijing,39.9,116.41,ssp245,2039,10.358,8.989,11.797,1.784,8.0
Beijing,39.9,116.41,ssp245,2040,10.533,8.178,12.234,1.747,7.0
Beijing,39.9,116.41,ssp245,2041,10.034,8.056,11.903,1.859,7.0
Beijing,39.9,116.41,ssp245,2042,10.312,8.727,11.329,1.708,7.0
Beijing,39.9,116.41,ssp245,2043,10.482,8.938,11.674,1.744,7.0
